wid,word,image,practice,block,word_type,rt,typing_rt,response,type_time,response_type
wb6d1500,critic,../static/stimuli/images/pool/sun_aexdaltifheurhfa.jpg,False,1,low,2472,1669.0,ghost,803.0,intrusion
wb6d1500,fellow,../static/stimuli/images/laundryroom/sun_abdhkuiitfxcgncb.jpg,False,1,low,4923,4286.0,fish,637.0,other
wb6d1500,goat,../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg,False,1,high,2753,2099.0,sky,654.0,other
wb6d1500,pizza,../static/stimuli/images/airport/sun_axyoqqhxaeocbixs.jpg,False,1,high,5662,2127.0,plane,3535.0,other
wb6d1500,follower,../static/stimuli/images/subway/sun_axjlvqkyqahstpwg.jpg,False,1,low,2771,1731.0,train,1040.0,other
wb6d1500,ghost,../static/stimuli/images/kitchen/sun_aovnyfewezfmgwke.jpg,False,1,low,1840,966.0,ghost,874.0,correct
wb6d1500,vagrant,../static/stimuli/images/street/sun_aqzrscvtljhimvtf.jpg,False,1,low,2267,1661.0,car,606.0,other
wb6d1500,agent,../static/stimuli/images/underwater/sun_axctpftepdlenuoo.jpg,False,1,low,2493,1542.0,blossom,950.0,other
wb6d1500,winner,../static/stimuli/images/computerroom/sun_akbfsjykwgllwszc.jpg,False,1,low,6200,5255.0,hug,945.0,other
wb6d1500,stairs,../static/stimuli/images/river/sun_abktmmreusnujejq.jpg,False,1,high,2558,1376.0,stream,1182.0,other
wb6d1500,rouge,../static/stimuli/images/roof/sun_atghhbuspyfvqzao.jpg,False,1,low,2780,1510.0,roof,1270.0,other
wb6d1500,quill,../static/stimuli/images/grocery/sun_afjotbibjndyibuy.jpg,False,1,high,3553,2804.0,child,749.0,other
wb6d1500,department,../static/stimuli/images/campsite/sun_amejpvolcgftwwch.jpg,False,1,low,3967,1413.0,traitor,2554.0,intrusion
wb6d1500,pitchfork,../static/stimuli/images/vineyard/sun_adcctdabyxmhioeg.jpg,False,1,high,2093,1301.0,farm,792.0,other
wb6d1500,grizzly,../static/stimuli/images/ziggurat/sun_amuijzzaceciuwpo.jpg,False,1,low,2308,1342.0,desert,966.0,other
wb6d1500,jeans,../static/stimuli/images/restaurant/sun_anyzuaevahatwgti.jpg,False,1,high,2106,1561.0,diner,545.0,other
wb6d1500,territory,../static/stimuli/images/warehouse/sun_aivgpdzlwqiklrwe.jpg,False,1,low,3520,2574.0,berry,946.0,other
wb6d1500,barracuda,../static/stimuli/images/greenhouse/sun_aqkjiolbtywtaxak.jpg,False,1,high,3325,2605.0,burger,720.0,other
wb6d1500,walrus,../static/stimuli/images/sky/sun_aczjsyhtqawbyyer.jpg,False,1,high,2478,1977.0,zone,502.0,other
wb6d1500,tomato,../static/stimuli/images/skiresort/sun_aczexzwhbzruewdm.jpg,False,1,high,5550,145.0,apple,5405.0,intrusion
wb6d1500,hero,../static/stimuli/images/gym/sun_auzbqfsaebhgtrig.jpg,False,1,low,3294,1884.0,exercise,1410.0,other
wb6d1500,ghost,../static/stimuli/images/kitchen/sun_aovnyfewezfmgwke.jpg,False,2,low,1940,1008.0,ghost,932.0,correct
wb6d1500,cue,../static/stimuli/images/musuem/sun_alsgupdkmpsptlos.jpg,False,2,low,1440,1046.0,cue,394.0,correct
wb6d1500,pillow,../static/stimuli/images/downtown/sun_bzwgvgvsqqpbjfwc.jpg,False,2,high,1748,1262.0,city,487.0,other
wb6d1500,quill,../static/stimuli/images/grocery/sun_afjotbibjndyibuy.jpg,False,2,high,3226,1265.0,quil,1961.0,correct
wb6d1500,major,../static/stimuli/images/garage/sun_dmxrwdsmpakdmytc.jpg,False,2,low,2517,1740.0,major,777.0,correct
wb6d1500,pizza,../static/stimuli/images/airport/sun_axyoqqhxaeocbixs.jpg,False,2,high,3810,3204.0,plane,607.0,other
wb6d1500,territory,../static/stimuli/images/warehouse/sun_aivgpdzlwqiklrwe.jpg,False,2,low,3956,2372.0,cook,1584.0,other
wb6d1500,crook,../static/stimuli/images/temple/sun_ardesvcosqecvbes.jpg,False,2,low,1599,747.0,crook,852.0,correct
wb6d1500,fellow,../static/stimuli/images/laundryroom/sun_abdhkuiitfxcgncb.jpg,False,2,low,5036,2744.0,gape,2292.0,other
wb6d1500,ear,../static/stimuli/images/waterfall/sun_adtiwvbnsxsyohuw.jpg,False,2,high,2152,801.0,ear,1350.0,correct
wb6d1500,octopus,../static/stimuli/images/ranch/sun_adlocewvkpbsaigj.jpg,False,2,high,3706,2774.0,rain,932.0,other
wb6d1500,stairs,../static/stimuli/images/river/sun_abktmmreusnujejq.jpg,False,2,high,3424,1790.0,creek,1634.0,other
wb6d1500,hero,../static/stimuli/images/gym/sun_auzbqfsaebhgtrig.jpg,False,2,low,1738,1046.0,hero,693.0,correct
wb6d1500,cookie,../static/stimuli/images/theater/sun_awkfdodvwaaleezx.jpg,False,2,high,1984,1110.0,cookie,873.0,correct
wb6d1500,stable,../static/stimuli/images/castle/sun_aduovtnrsmdtcpie.jpg,False,2,low,3751,2685.0,stable,1066.0,correct
wb6d1500,rouge,../static/stimuli/images/roof/sun_atghhbuspyfvqzao.jpg,False,2,low,2003,1544.0,roof,459.0,other
wb6d1500,strawberry,../static/stimuli/images/tower/sun_afjkdsegpwxewtah.jpg,False,2,high,3097,1375.0,strawberry,1722.0,correct
wb6d1500,agent,../static/stimuli/images/underwater/sun_axctpftepdlenuoo.jpg,False,2,low,2530,1789.0,agent,741.0,correct
wb6d1500,department,../static/stimuli/images/campsite/sun_amejpvolcgftwwch.jpg,False,2,low,2077,1582.0,tent,495.0,other
wb6d1500,barracuda,../static/stimuli/images/greenhouse/sun_aqkjiolbtywtaxak.jpg,False,2,high,2534,1009.0,house,1525.0,intrusion
wb6d1500,jeans,../static/stimuli/images/restaurant/sun_anyzuaevahatwgti.jpg,False,2,high,3486,3029.0,dnier,457.0,other
wb6d1500,grizzly,../static/stimuli/images/ziggurat/sun_amuijzzaceciuwpo.jpg,False,2,low,3485,1414.0,desert,2070.0,other
wb6d1500,follower,../static/stimuli/images/subway/sun_axjlvqkyqahstpwg.jpg,False,2,low,3126,2089.0,crook,1037.0,intrusion
wb6d1500,goddess,../static/stimuli/images/volcano/sun_amntiizmakyntrnx.jpg,False,2,low,4981,2733.0,smoke,2249.0,other
wb6d1500,antelope,../static/stimuli/images/bookstore/sun_afhaekubmjvpmvre.jpg,False,2,high,2027,879.0,antelope,1148.0,correct
wb6d1500,traitor,../static/stimuli/images/auditorium/sun_ahcmaddzrcfxzuuz.jpg,False,2,low,6441,5672.0,cookie,769.0,intrusion
wb6d1500,pitchfork,../static/stimuli/images/vineyard/sun_adcctdabyxmhioeg.jpg,False,2,high,4601,2864.0,crop,1737.0,other
wb6d1500,tomato,../static/stimuli/images/skiresort/sun_aczexzwhbzruewdm.jpg,False,2,high,6647,4458.0,strawberry,2189.0,intrusion
wb6d1500,walrus,../static/stimuli/images/sky/sun_aczjsyhtqawbyyer.jpg,False,2,high,2099,1006.0,carrot,1093.0,intrusion
wb6d1500,carrot,../static/stimuli/images/railway/sun_aqddawzjzkqycxjc.jpg,False,2,high,1482,433.0,carrot,1049.0,correct
wb6d1500,goat,../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg,False,2,high,1901,1283.0,field,618.0,other
wb6d1500,banana,../static/stimuli/images/house/sun_abcaoiwkiofeweig.jpg,False,2,high,1842,1110.0,house,732.0,intrusion
wb6d1500,winner,../static/stimuli/images/computerroom/sun_akbfsjykwgllwszc.jpg,False,2,low,2864,2275.0,hero,589.0,intrusion
wb6d1500,magazine,../static/stimuli/images/windmill/sun_adstnygbbvkhooog.jpg,False,2,high,2801,2169.0,wind,632.0,other
wb6d1500,critic,../static/stimuli/images/pool/sun_aexdaltifheurhfa.jpg,False,2,low,2070,1298.0,pool,772.0,other
wb6d1500,tiger,../static/stimuli/images/forest/sun_aoqjnzwgdikwayvw.jpg,False,2,high,2421,1798.0,sky,623.0,other
wb6d1500,stranger,../static/stimuli/images/beach/sun_acbeypdvskqxwbrf.jpg,False,2,low,1754,917.0,beach,837.0,other
wb6d1500,vagrant,../static/stimuli/images/street/sun_aqzrscvtljhimvtf.jpg,False,2,low,1970,877.0,city,1093.0,other
wb6d1500,community,../static/stimuli/images/shoppingmall/sun_addqytasyktafwmq.jpg,False,2,low,2400,973.0,community,1427.0,correct
wb6d1500,dandelion,../static/stimuli/images/tenniscourt/sun_ayyvmiocpgbwlgot.jpg,False,2,high,4430,1661.0,dandelion,2769.0,correct
wb6d1500,banana,../static/stimuli/images/house/sun_abcaoiwkiofeweig.jpg,False,2,high,1559,1141.0,home,418.0,other
