wid,practice,presentation_times,first_seen,first_word,second_word,choice,choice_rt,typing_rt,response_type,word,response,response_rt
w81e5ffa,False,"[780.9000000953674, 817.3999998569489, 388.10000014305115, 1779.0999999046326]",right,octopus,grizzly,left,3765.5,4588.099999904633,correct,grizzly,grizzly,7880.099999904633
w81e5ffa,False,"[610.7999999523163, 568.5, 518.2999999523163, 394.7000000476837, 495.7000000476837, 441.2000000476837, 3276.2000000476837]",right,community,ear,right,6305.400000095367,10141.5,other,community,classy,13660.299999952316
w81e5ffa,False,"[834.5, 755.8999998569489, 417.7000000476837, 416.7000000476837, 587.7999999523163, 12831.0]",right,follower,antelope,,,,timeout,,,
w81e5ffa,False,"[982.5, 1024.2999999523163, 1275.6000001430511, 362.2999999523163, 1882.2000000476837, 402.5, 965.0, 354.2999999523163, 3325.9000000953674]",right,donor,walrus,right,10574.600000143051,11587.799999952316,timeout,,,
w81e5ffa,False,"[982.5, 1024.2999999523163, 1275.6000001430511, 362.2999999523163, 1882.2000000476837, 402.5, 965.0, 354.2999999523163, 3325.9000000953674]",right,donor,walrus,right,10574.600000143051,11587.799999952316,timeout,,,
wc96554f,True,"[4334.399999991059, 1777.0, 977.9000000059605]",left,pig,lover,left,7089.29999999702,8515.5,correct,pig,pig,9090.59999999404
wc96554f,False,[2253.0999999940395],left,finger,crook,left,2253.0999999940395,2900.5999999940395,correct,finger,finger,3698.7999999970198
wc96554f,False,[2303.5],right,major,tractor,right,2303.5,2848.7999999970198,correct,major,major,3642.0
wc96554f,False,[2277.2999999970198],right,penguin,society,right,2277.2999999970198,2664.5999999940395,correct,penguin,penguin,4668.399999991059
wc96554f,False,"[1395.8999999910593, 1675.9000000059605]",left,agent,tomato,right,3071.7999999970198,3609.0,correct,tomato,tomato,4396.899999991059
wc96554f,False,"[945.9000000059605, 1478.699999988079]",right,tiger,tart,left,2424.5999999940395,2956.5999999940395,correct,tart,tart,3518.0999999940395
wc96554f,False,"[630.2999999970198, 1441.9000000059605]",left,personnel,dandelion,right,2072.2000000029802,2642.0,correct,dandelion,dandelion,4699.29999999702
wc96554f,False,[1375.7000000029802],left,fellow,tulip,left,1375.7000000029802,1921.7000000029802,correct,fellow,fellow,2668.6000000089407
wc96554f,False,"[739.7000000029802, 1544.2999999970198]",right,frog,keeper,left,2284.0,2791.2999999970198,correct,keeper,keeper,3496.0
wc96554f,False,"[560.6000000089407, 406.29999999701977, 974.5]",left,mister,flower,left,1941.4000000059605,2579.0,correct,mister,mister,3475.0
wc96554f,False,"[869.2999999970198, 1653.1000000089407]",left,captive,cactus,right,2522.4000000059605,2807.7999999970198,correct,cactus,cactus,3798.7999999970198
wc96554f,False,[1387.7999999970198],left,application,neck,left,1387.7999999970198,1737.1000000089407,correct,application,application,3058.0
wc96554f,False,[1498.8999999910593],left,hero,daisy,left,1498.8999999910593,1869.7999999970198,correct,hero,hero,2432.5
wc96554f,False,[1545.7000000029802],left,apple,well,left,1545.7000000029802,1823.5,correct,apple,apple,2609.5999999940395
wc96554f,False,[1687.0999999940395],left,rouge,magazine,left,1687.0999999940395,2319.0999999940395,correct,rouge,rouge,4179.0
wc96554f,False,[1312.199999988079],left,seagull,community,left,1312.199999988079,1689.3999999910593,correct,seagull,seagull,2857.5
wc96554f,False,[1357.0999999940395],left,scenery,barracuda,left,1357.0999999940395,1655.8999999910593,correct,scenery,scenery,3252.0
wc96554f,False,"[1100.2000000029802, 424.5, 1143.2000000029802]",left,strawberry,cue,left,2667.9000000059605,3054.6000000089407,correct,strawberry,strawberry,4883.600000008941
wc96554f,False,"[683.1000000089407, 1436]",left,parrot,territory,right,2119.1000000089407,2441.5,correct,territory,territory,4340.70000000298
wc96554f,False,[1351.5999999940395],left,winner,octopus,left,1351.5999999940395,1589.5999999940395,correct,winner,winner,2331.7000000029802
w6814d6f,True,"[1380.5, 966.7000000029802, 1665.7999999970198, 846.1000000089407, 367.09999999403954, 371.5, 510.40000000596046, 1573.5999999940395]",left,horse,application,right,7681.70000000298,9504.60000000894,intrusion,application,editorial,12546.10000000894
w6814d6f,False,"[873.3000000119209, 798.3999999910593, 870.6000000089407, 816.3999999910593, 2205.7000000029802]",left,gravel,community,left,5564.4000000059605,6368.800000011921,intrusion,gravel,crook,7247.70000000298
w6814d6f,False,"[529.2000000029802, 840.7000000029802, 519.8999999910593, 1317.9000000059605]",left,empire,elbow,right,3207.7000000029802,3886.5,intrusion,elbow,cue,4363.4000000059605
w6814d6f,False,"[439.09999999403954, 993.2999999970198, 3419.5]",left,goat,editorial,left,4851.899999991059,5594.5,intrusion,goat,cue,6984.899999991059
w6814d6f,False,[],,,,right,,,intrusion,handkerchief,cue,
w6814d6f,False,"[370.20000000298023, 1072.0, 206.90000000596046, 1018.8999999910593]",left,department,tractor,right,2668.0,3122.7000000029802,intrusion,tractor,crook,3857.2999999970198
w6814d6f,False,"[490.30000001192093, 580.0999999940395, 197.70000000298023, 983.0999999940395]",left,parrot,crook,right,2251.2000000029802,2594.1000000089407,correct,crook,crook,3373.0
w6814d6f,False,"[421.59999999403954, 587.6000000089407, 298.0, 1578.0]",left,lover,frog,right,2885.2000000029802,3620.8999999910593,intrusion,frog,pig,4095.8999999910593
w6814d6f,False,"[450.40000000596046, 465.69999998807907, 370.20000000298023, 1305.6000000089407]",left,house,well,right,2591.9000000059605,3417.5999999940395,intrusion,well,pig,3749.7000000029802
w6814d6f,False,"[35.29999999701977, 686.4000000059605, 375.70000000298023, 397.0, 205.20000000298023, 237.79999999701977, 1429.2000000029802]",right,daisy,major,right,3366.6000000089407,4327.29999999702,intrusion,daisy,editorial,5506.600000008941
w6814d6f,False,"[317.1000000089407, 494.29999999701977, 331.79999999701977, 196.70000000298023, 348.70000000298023, 165.59999999403954, 919.7999999970198]",left,banana,mister,left,2774.0,3218.4000000059605,intrusion,banana,cue,3794.5
w6814d6f,False,"[333.59999999403954, 338.0, 1109.4000000059605]",left,jeans,villain,left,1781.0,2893.8999999910593,correct,jeans,jeans,3567.8999999910593
w6814d6f,False,"[410.20000000298023, 580.2999999970198, 346.0, 626.4000000059605, 1727.4000000059605]",left,pillow,cue,left,3690.300000011921,4204.0,intrusion,pillow,pig,4591.0
w6814d6f,False,"[315.29999999701977, 536.2000000029802, 284.20000000298023, 397.5]",left,carrot,winner,right,1533.2000000029802,2422.5999999940395,intrusion,winner,crook,3181.7000000029802
w6814d6f,False,"[316.0, 428.20000000298023, 212.70000000298023, 167.09999999403954, 817.2000000029802]",left,pig,suburb,left,1941.2000000029802,2542.7000000029802,intrusion,pig,cue,2982.0
w6814d6f,False,"[345.5, 301.0, 212.5, 275.0, 207.90000000596046, 796.0999999940395]",left,donor,octopus,right,2138.0,2672.7000000029802,intrusion,octopus,pig,2994.6000000089407
w6814d6f,False,"[363.5, 588.2999999970198, 265.5, 1971.2000000029802]",left,antelope,tart,right,3188.5,3885.2999999970198,intrusion,tart,crook,4991.699999988079
w6814d6f,False,"[389.40000000596046, 645.2999999970198, 478.3999999910593]",left,cauliflower,scapegoat,left,1513.0999999940395,3258.0999999940395,intrusion,cauliflower,pig,3588.2999999970198
w6814d6f,False,"[431.79999999701977, 366.5, 687.6000000089407]",left,chimney,ghost,left,1485.9000000059605,2033.2999999970198,other,chimney,chimneY,3904.4000000059605
w6814d6f,False,"[343.6000000089407, 437.09999999403954, 234, 1186]",left,refrigerator,territory,right,2200.7000000029802,2816.1000000089407,intrusion,territory,cue,3182.0
w2e1c0dd,True,"[1254.800000011921, 902.8999999761581, 5393.699999988079]",left,finger,mister,right,7551.399999976158,7647.100000023842,intrusion,mister,finger,12909.699999988079
w2e1c0dd,False,"[2518.800000011921, 2943.199999988079]",left,walrus,consumer,left,5462.0,5949.599999964237,empty,walrus,,12814.0
w2e1c0dd,False,"[1183.0999999642372, 3455.900000035763]",left,cue,chimney,right,4639.0,6030.5,correct,chimney,chimney,7213.899999976158
w2e1c0dd,False,"[1320.9000000357628, 1648.0, 1511.199999988079]",left,elephant,volunteer,left,4480.100000023842,5313.0,correct,elephant,elephant,6663.5
w2e1c0dd,False,"[1022.8999999761581, 1183.3999999761581, 1184.1000000238419]",left,parrot,winner,left,3390.399999976158,4053.599999964237,correct,parrot,parrot,5053.299999952316
w2e1c0dd,False,"[1463.699999988079, 1839.9000000357628]",left,stable,penguin,right,3303.600000023842,4462.100000023842,correct,penguin,penguin,5829.699999988079
w2e1c0dd,False,"[1775.0, 1840.1000000238419]",left,tread,horse,right,3615.100000023842,4853.600000023842,correct,horse,horse,5565.699999988079
w2e1c0dd,False,"[863.0, 1728.1000000238419]",left,virus,flower,right,2591.100000023842,3295.0,correct,flower,flower,4093.899999976158
w2e1c0dd,False,"[3391.2999999523163, 1296.4000000357628, 1141.8999999761581]",left,major,handkerchief,left,5829.599999964237,6398.5,correct,major,major,7557.699999988079
w2e1c0dd,False,"[1430.3999999761581, 999.1999999880791, 1513.6000000238419]",right,saxophone,rebel,right,3943.199999988079,4853.599999964237,correct,saxophone,saxophone,6365.699999988079
w2e1c0dd,False,"[1277.7000000476837, 2024.3999999761581]",left,pitchfork,goddess,right,3302.100000023842,4127.100000023842,correct,goddess,goddess,5150.200000047684
w2e1c0dd,False,"[904.8999999761581, 2159.699999988079, 1159.1000000238419]",left,eagle,society,left,4223.699999988079,4631.5,correct,eagle,eagle,5359.5
w2e1c0dd,False,"[1016.6999999880791, 1760.0999999642372]",left,stranger,ear,right,2776.7999999523163,3191.5,correct,ear,ear,3615.5
w2e1c0dd,False,"[2839.2000000476837, 2518.7999999523163]",right,carrot,roost,left,5358.0,6054.700000047684,correct,roost,roost,6717.800000011921
w2e1c0dd,False,"[959.0, 1678.8999999761581, 1199.6000000238419]",left,ghost,cactus,left,3837.5,4662.800000011921,correct,ghost,ghost,5493.600000023842
w2e1c0dd,False,"[1085.3999999761581, 1527.800000011921, 617.3999999761581]",left,strawberry,ozone,left,3230.599999964237,3637.300000011921,correct,strawberry,strawberry,5933.0
w2e1c0dd,False,"[1478.3999999761581, 2113.0]",left,pizza,electron,right,3591.399999976158,4031.399999976158,correct,electron,electron,5326.199999988079
w2e1c0dd,False,"[1158.800000011921, 3096.399999976158]",left,jeans,traitor,right,4255.199999988079,4982.800000011921,correct,traitor,traitor,6213.699999988079
w2e1c0dd,False,"[1622.699999988079, 2839.599999964237]",left,community,tractor,left,4462.299999952316,5030.699999988079,correct,community,community,6525.399999976158
w2e1c0dd,False,"[855.1000000238419, 1935.800000011921]",left,hero,pig,left,2790.900000035763,3375.0,correct,hero,hero,4021.800000011921
wd9fc672,True,"[2553.300000011921, 3694.599999964237, 448.0, 311.60000002384186, 256.30000001192093, 209.19999998807907, 470.5999999642372, 384.5, 494.7000000476837, 409.19999998807907, 646.5999999642372, 347.0, 414.7000000476837, 463.5999999642372, 720.0, 504.0, 552.1000000238419, 343.69999998807907, 331.0, 253.0, 336.5, 270.39999997615814]",left,goat,grizzly,right,14414.599999964237,16848.599999964237,intrusion,grizzly,pizza,18470.69999998808
wd9fc672,False,"[615.5999999642372, 528.6000000238419, 1519.5]",left,elbow,virus,left,2663.699999988079,3525.800000011921,correct,elbow,elbow,5717.5
wd9fc672,False,"[651.8000000119209, 2159.400000035763]",left,community,pizza,right,2811.2000000476837,3819.7000000476837,intrusion,pizza,community,5923.200000047684
wd9fc672,False,"[562.1000000238419, 1039.3999999761581, 3766.800000011921]",right,traitor,shoelace,right,5368.300000011921,6329.300000011921,correct,traitor,traitor,7687.600000023842
wd9fc672,False,"[648.3000000119209, 1982.5]",right,finger,fellow,left,2630.800000011921,3391.599999964237,correct,fellow,fellow,4742.199999988079
wd9fc672,False,"[511.2999999523163, 736.6000000238419, 1136.5]",left,tiger,crook,left,2384.399999976158,3119.7999999523163,correct,tiger,tiger,4056.2999999523163
wd9fc672,False,"[590.3000000119209, 1687.699999988079]",left,tart,house,right,2278.0,3133.800000011921,correct,house,house,4109.0
wd9fc672,False,"[632.3999999761581, 696.9000000357628, 286.2999999523163, 809.0]",left,mister,bug,right,2424.599999964237,3232.399999976158,correct,bug,bug,4111.0
wd9fc672,False,"[529.3999999761581, 1695.1000000238419]",left,cue,dandelion,right,2224.5,2855.399999976158,correct,dandelion,dandelion,5000.5
wd9fc672,False,"[647.5, 599.6999999880791, 544.2000000476837]",left,empire,cauliflower,left,1791.4000000357628,2679.199999988079,correct,empire,empire,3831.199999988079
wd9fc672,False,"[575.6999999880791, 544.5, 935.5]",left,elephant,major,left,2055.699999988079,2856.7999999523163,correct,elephant,elephant,4425.399999976158
wd9fc672,False,"[568.5, 518.6999999880791, 1522.1000000238419]",left,hero,neck,left,2609.300000011921,3416.399999976158,correct,hero,hero,4150.599999964237
wd9fc672,False,"[607.0, 647.8000000119209, 1519.8999999761581]",left,patient,jeans,left,2774.699999988079,3477.699999988079,correct,patient,patient,5053.699999988079
wd9fc672,False,"[589.8999999761581, 1656.5]",left,bed,suburb,right,2246.399999976158,2950.0,correct,suburb,suburb,4573.399999976158
wd9fc672,False,"[599.6999999880791, 709.8000000119209, 441, 264.0999999642372, 350.9000000357628]",left,refrigerator,scapegoat,left,2365.5,2700.399999976158,empty,refrigerator,,2700.599999964237
wd9fc672,False,"[454.89999997615814, 600.1999999880791, 303.80000001192093, 191.39999997615814, 2490.400000035763]",left,cactus,critic,left,4040.699999988079,5271.099999964237,empty,cactus,,5271.199999988079
wd9fc672,False,"[777.6999999880791, 519.6000000238419, 1136.2999999523163]",left,agent,eagle,left,2433.599999964237,3329.599999964237,correct,agent,agent,4616.699999988079
wd9fc672,False,"[639.3999999761581, 623.3000000119209, 2743.100000023842]",left,octopus,vagrant,left,4005.800000011921,4349.300000011921,empty,octopus,,4349.399999976158
wd9fc672,False,"[534.0, 1151.300000011921, 303.69999998807907, 1210.0999999642372]",left,parrot,idol,right,3199.099999964237,3812.5,correct,idol,idol,4901.399999976158
wd9fc672,False,"[541.6000000238419, 512.3000000119209, 327.7999999523163, 271.2000000476837, 199.5, 242.39999997615814, 215.0, 366.89999997615814, 503.4000000357628, 248.19999998807907, 263.89999997615814, 1648.2000000476837]",left,stable,antelope,right,5340.400000035763,5692.199999988079,empty,antelope,,5692.5
w47208bb,True,"[1062.2999999523163, 1583.7000000476837, 2097.399999856949, 2406.2000000476837, 694.6000001430511, 697.6999998092651, 1644, 273.40000009536743, 2502.7000000476837]",left,well,strawberry,left,12962.0,14819.299999952316,correct,well,well,15257.299999952316
w47208bb,False,"[833.0, 753.4000000953674, 244.79999995231628, 785.5]",right,tread,pillow,left,2616.7000000476837,3328.300000190735,correct,pillow,pillow,4110.200000047684
w47208bb,False,"[643.5, 406.90000009536743, 1640]",left,horse,personnel,left,2690.4000000953674,3262.7000000476837,correct,horse,horse,3733.2000000476837
w47208bb,False,"[625.5, 1792.0999999046326]",left,crook,pig,right,2417.5999999046326,3280.2000000476837,intrusion,pig,bug,3584.0999999046326
w47208bb,False,"[651.8000001907349, 1819.2999999523163]",left,elephant,electron,right,2471.100000143051,3053.300000190735,correct,electron,electron,4079.800000190735
w47208bb,False,"[723.0, 427.89999985694885, 993.8000001907349]",left,apple,transplant,left,2144.7000000476837,2567.2999999523163,correct,apple,apple,3035.0999999046326
w47208bb,False,"[637.7000000476837, 1840.5, 2218.5, 956.5, 1062.1999998092651]",left,community,bug,left,6715.399999856949,7301.200000047684,other,community,communicator,8926.099999904633
w47208bb,False,"[623.5, 382.09999990463257, 1290.1000001430511]",left,ozone,finger,left,2295.7000000476837,2795.2000000476837,correct,ozone,ozone,3482.4000000953674
w47208bb,False,"[536.0999999046326, 466.80000019073486, 1152.5]",left,carrot,volunteer,left,2155.4000000953674,2471.4000000953674,correct,carrot,carrot,3222.7000000476837
w47208bb,False,"[663.7000000476837, 1433.0999999046326]",left,keeper,baby,right,2096.7999999523163,2509.2000000476837,correct,baby,baby,3008.9000000953674
w47208bb,False,"[583.5999999046326, 515.7999999523163, 875.1000001430511]",left,hero,quill,left,1974.5,2359.7999999523163,correct,hero,hero,2779.699999809265
w47208bb,False,"[513.6000001430511, 1601.2000000476837]",left,cactus,territory,right,2114.800000190735,2448.2000000476837,correct,territory,territory,4443.100000143051
w47208bb,False,"[746.8000001907349, 1224.2999999523163]",left,tiger,idol,right,1971.1000001430511,2408.5,correct,idol,idol,2916.2000000476837
w47208bb,False,"[594.5, 1941.0]",left,shoelace,virus,right,2535.5,3347.100000143051,correct,virus,virus,3859.9000000953674
w47208bb,False,"[622.4000000953674, 578.5999999046326, 733.7000000476837]",left,vagrant,stairs,left,1934.7000000476837,2192.4000000953674,correct,vagrant,vagrant,3287.7000000476837
w47208bb,False,"[546.2000000476837, 342.10000014305115, 627.1999998092651, 698.6000001430511]",left,society,goat,right,2214.100000143051,2557.9000000953674,correct,goat,goat,2952.0
w47208bb,False,"[577.0, 209.70000004768372, 756.5999999046326]",left,tart,tomato,left,1543.2999999523163,1879.1000001430511,correct,tart,tart,2357.5
w47208bb,False,"[436.59999990463257, 1399.5]",left,tulip,goddess,right,1836.0999999046326,2154.2999999523163,correct,goddess,goddess,4025.899999856949
w47208bb,False,"[585.5999999046326, 1341.5, 1871.9000000953674, 1604.1999998092651]",left,application,daisy,right,5403.199999809265,5800.399999856949,other,daisy,serene,6991.599999904633
w47208bb,False,"[635.0, 324.89999985694885, 727.6000001430511]",left,lover,pitchfork,left,1687.5,1999.2999999523163,correct,lover,lover,3925.7999999523163
w48cc87c,True,"[423.19999999925494, 928.1000000014901, 1552.0, 632.0999999977648, 455.9000000022352, 511.8999999985099, 272.1000000014901, 224.0, 263.5999999977648, 56.30000000074506, 120.0, 88.19999999925494, 103.80000000074506, 88.10000000149012, 87.80000000074506, 56.0, 568.3999999985099, 1144.0, 231.60000000149012, 184.0, 152.0, 112.19999999925494, 159.89999999850988, 96.0, 144.10000000149012, 207.80000000074506, 856.1999999992549, 672.0, 1168.0999999977648, 351.70000000298023, 3271.7999999970198, 104.5, 95.80000000074506, 39.69999999925494, 112.40000000223517, 80.09999999776483, 71.70000000298023, 248.09999999776483, 248.0, 88.0, 63.69999999925494, 80.20000000298023, 87.89999999850988, 448.30000000074506, 408.0999999977648, 1647.9000000022352]",left,mister,goat,right,19007.300000000745,22159.39999999851,correct,goat,goat,22439.300000000745
w48cc87c,False,"[887.3000000007451, 759.7999999970198, 2040.1000000014901]",left,editorial,pillow,left,3687.199999999255,4175.5,correct,editorial,editorial,6359.5
w48cc87c,False,[],,,,right,,,other,banana,jio,
w48cc87c,False,"[743.6000000014901, 520.0, 2104.0]",left,scapegoat,bug,left,3367.60000000149,3735.39999999851,correct,scapegoat,scapegoat,5919.5
w48cc87c,False,"[591.3999999985099, 719.8999999985099, 80.0, 112.20000000298023, 119.89999999850988, 1248.300000000745]",left,stranger,frog,right,2871.699999999255,3383.5,correct,frog,frog,3839.5
w48cc87c,False,"[463.29999999701977, 792.2000000029802, 984.0]",left,sand,keeper,left,2239.5,2767.599999997765,correct,sand,sand,3151.5
w48cc87c,False,"[943.6999999992549, 496.30000000074506, 1624.6000000014901]",left,quill,roost,left,3064.60000000149,3591.5,correct,quill,quill,4055.300000000745
w48cc87c,False,"[615.1999999992549, 296.19999999925494, 1872.800000000745]",left,hero,cookie,left,2784.199999999255,3263.39999999851,correct,hero,hero,3567.2999999970198
w48cc87c,False,"[647.5, 2120.0]",left,elephant,traitor,right,2767.5,3199.5,correct,traitor,traitor,3807.5
w48cc87c,False,"[759.1999999992549, 344.0, 2055.7000000029802, 408.29999999701977]",left,cauliflower,tart,right,3567.199999999255,4079.10000000149,correct,tart,tart,5215.300000000745
w48cc87c,False,[1607.699999999255],left,stairs,scenery,left,1607.699999999255,2239.39999999851,correct,stairs,stair,3311.5
w48cc87c,False,[1767.2000000029802],left,empire,eagle,left,1767.2000000029802,2231.5,correct,empire,empire,2743.5
w48cc87c,False,[1503.699999999255],left,ear,donor,left,1503.699999999255,1887.800000000745,correct,ear,ear,2391.5
w48cc87c,False,[1607.300000000745],left,idol,barracuda,left,1607.300000000745,2295.400000002235,correct,idol,idol,2695.400000002235
w48cc87c,False,"[879.5999999977648, 3376.10000000149]",left,apple,captive,right,4255.699999999255,4511.599999997765,correct,captive,captive,5191.39999999851
w48cc87c,False,[2303.699999999255],left,horse,tread,left,2303.699999999255,2727.5,correct,horse,horse,3143.699999999255
w48cc87c,False,[1623.699999999255],left,handkerchief,ghost,left,1623.699999999255,2023.5999999977648,correct,handkerchief,handkerchief,4487.599999997765
w48cc87c,False,"[928.0, 1695.8999999985099]",left,daisy,rebel,right,2623.89999999851,2999.699999999255,correct,rebel,rebel,3424.0
w48cc87c,False,[1792.5],left,dandelion,electron,left,1792.5,2207.89999999851,correct,dandelion,dandelion,3640.0
w48cc87c,False,[],,,,left,,,other,ozone,idk,
w32b56fd,True,"[1855.5999999642372, 2440.100000023842, 23473.30000001192, 679.1999999880791, 512.0999999642372, 1053.2000000476837]",left,seagull,mister,,,,timeout,,,
w32b56fd,False,"[919.6999999880791, 696.0, 192.0, 1112.1000000238419]",left,electron,pizza,left,2919.800000011921,10416.800000011921,intrusion,electron,seagull,12104.0
w32b56fd,False,"[863.8000000119209, 1464.0, 3560.099999964237]",left,winner,gravel,left,5887.899999976158,11151.899999976158,correct,winner,winner,11864.0
w32b56fd,False,"[431.80000001192093, 1296.7999999523163, 1215.2000000476837, 896.0, 2568.199999988079]",left,cauliflower,traitor,left,6408.0,7527.899999976158,correct,cauliflower,cauliflower,10328.099999964237
w32b56fd,False,"[951.0, 1032.0, 808.1000000238419]",left,suburb,sand,right,2791.100000023842,4695.100000023842,correct,sand,sand,5975.100000023842
w32b56fd,False,"[871.7000000476837, 759.8999999761581, 969]",left,elephant,rouge,left,2600.600000023842,3431.7000000476837,correct,elephant,elephant,4791.800000011921
w32b56fd,False,"[687.8000000119209, 456.10000002384186, 1535.8999999761581]",left,jeans,well,left,2679.800000011921,3471.900000035763,correct,jeans,jeans,4967.900000035763
w32b56fd,False,[2359.0],left,captive,neck,left,2359.0,3199.100000023842,correct,captive,captive,4415.0
w32b56fd,False,[1679.800000011921],left,roost,dandelion,left,1679.800000011921,2431.800000011921,correct,roost,roost,3784.699999988079
w32b56fd,False,[1583.800000011921],left,walrus,keeper,left,1583.800000011921,2583.800000011921,correct,walrus,walrus,4015.7000000476837
w32b56fd,False,[1839.800000011921],left,stranger,tomato,left,1839.800000011921,2280.600000023842,correct,stranger,stranger,3847.899999976158
w32b56fd,False,[2567.7999999523163],left,grizzly,chimney,left,2567.7999999523163,3407.7999999523163,correct,grizzly,grizzly,5208.0
w32b56fd,False,[1847.0],left,frog,application,left,1847.0,2743.099999964237,correct,frog,frog,3351.0
w32b56fd,False,[1479.7000000476837],left,apple,tart,left,1479.7000000476837,2207.800000011921,correct,apple,apple,3047.800000011921
w32b56fd,False,[1446.9000000357628],left,penguin,donor,left,1446.9000000357628,2590.800000011921,correct,penguin,penguin,5486.900000035763
w32b56fd,False,[1655.699999988079],left,ear,scapegoat,left,1655.699999988079,2808.5,correct,ear,ear,3479.900000035763
w32b56fd,False,[1535.800000011921],left,critic,bug,left,1535.800000011921,2303.800000011921,correct,critic,critic,3432.0
w32b56fd,False,"[2016.4000000357628, 1703.3999999761581]",left,daisy,crook,right,3719.800000011921,4447.800000011921,correct,crook,crook,5287.900000035763
w32b56fd,False,[2567.899999976158],left,eagle,rebel,left,2567.899999976158,3375.899999976158,correct,eagle,eagle,4527.899999976158
w32b56fd,False,[3431.0],left,virus,baby,left,3431.0,4375.0,correct,virus,virus,5359.100000023842
wf12c119,True,"[527.0, 593.2000000476837, 447.7999999523163, 363.90000009536743, 583.0, 447.90000009536743, 6539.099999904633, 184.5, 168.90000009536743, 408.7999999523163, 3082.5, 274.2000000476837, 358.5, 548.0, 1035.5]",left,cauliflower,major,left,15562.800000190735,17126.60000014305,other,cauliflower,list,17485.200000047684
wf12c119,False,"[447.2999999523163, 154.60000014305115, 1184.8999998569489]",left,idol,horse,left,1786.7999999523163,2668.600000143051,correct,idol,idol,3186.7999999523163
wf12c119,False,"[213.09999990463257, 3645.600000143051]",left,barracuda,scapegoat,right,3858.7000000476837,5403.799999952316,correct,scapegoat,scape goat,7574.5
wf12c119,False,"[173.09999990463257, 348.7000000476837, 821.7999999523163, 1175.7999999523163]",left,hamburger,ghost,right,2519.399999856949,3031.7999999523163,correct,ghost,ghost,3445.0
