wid,practice,first_seen,first_word,second_word,choice,choice_rt,typing_rt,word,response,response_rt,response_type,correct,rt,first_pres_time,second_pres_time,choose_first,n_pres,odd_pres,last_word,chosen_word,choose_last_seen,total_first,total_second,prop_first,raw_strength_first,strength_first,raw_strength_second,strength_second,rel_strength,chosen_strength,typing_rt_z
w2f1698c,FALSE,left,carrot,permit,left,2453.8049999973737,2763.3499999938067,carrot,carrot,3567.1799999836367,correct,TRUE,2763.3499999938067,692.6699999894481,640.5749999976251,TRUE,3,TRUE,carrot,carrot,TRUE,1813.2299999997485,640.5749999976251,0.7389462487857386,-6.510030093988211,1.416679613407748,-6.853890885094146,-0.4618089773142973,1.8784885907220452,1.416679613407748,-0.2971950637069251
w2f1698c,FALSE,left,magazine,idol,left,2406.184999999823,2766.300000017509,magazine,magazine,3746.545000001788,correct,TRUE,2766.300000017509,881.6299999889452,626.7850000003818,TRUE,3,TRUE,magazine,magazine,TRUE,1779.3999999994412,626.7850000003818,0.7395108854886769,-7.060177136690573,-1.5887370251455026,-6.741311196849503,0.15320635849773123,-1.7419433836432339,-1.5887370251455026,-0.2926810589581362
w2f1698c,FALSE,left,stable,chimney,left,2474.7450000140816,2800.7050000014715,stable,stable,3697.730000014417,correct,TRUE,2800.7050000014715,767.695000016829,536.7299999925308,TRUE,3,TRUE,stable,stable,TRUE,1938.0150000215508,536.7299999925308,0.7831170484274231,-6.6016998090292045,0.9158940679973208,-6.726443798494659,0.23442596511083816,0.6814681028864826,0.9158940679973208,-0.2400355226659746
w2f1698c,FALSE,left,quill,personnel,left,2163.8899999961723,2382.5849999848288,quill,quill,3028.1449999893084,correct,TRUE,2382.5849999848288,646.7649999831337,538.0200000072364,TRUE,3,TRUE,quill,quill,TRUE,1625.869999988936,538.0200000072364,0.7513644408873889,-6.504172382692282,1.448679899924152,-6.645191323838707,0.6783028203877631,0.7703770795363888,1.448679899924152,-0.8798306584199466
w2f1698c,FALSE,left,patient,apple,right,1793.9800000167452,2117.7850000094622,apple,apple,2622.865000012098,correct,TRUE,2117.7850000094622,574.9099999957252,1219.07000002102,FALSE,2,FALSE,apple,apple,TRUE,574.9099999957252,1219.07000002102,0.32046622592802537,-6.79881208537616,-0.16091716429852831,-6.656434108565019,0.6168842365230622,-0.7778014008215905,0.6168842365230622,-1.2850199627468095
w2f1698c,FALSE,left,ghost,pillow,left,2498.909999994794,2959.915000014007,ghost,ghost,3599.500000011176,correct,TRUE,2959.915000014007,1092.225000000326,550.7649999926798,TRUE,3,TRUE,ghost,ghost,TRUE,1948.145000002114,550.7649999926798,0.7795979046889134,-6.641357479674094,0.6992468556139589,-6.84813640012575,-0.43037260934734206,1.129619464961301,0.6992468556139589,0.0035830164313075514
w2f1698c,FALSE,left,daisy,crook,right,2626.7550000047777,3113.2999999972526,crook,crook,3704.230000003008,correct,TRUE,3113.2999999972526,1143.3200000028592,1483.4350000019185,FALSE,2,FALSE,crook,crook,TRUE,1143.3200000028592,1483.4350000019185,0.4352594741423466,-6.6083881340797355,0.8793561938824664,-6.773412878243102,-0.022162988053591574,0.9015191819360581,-0.022162988053591574,0.238288308890404
w2f1698c,FALSE,left,cue,cactus,right,2284.0700000233483,2523.849999997765,cactus,cactus,3516.7900000233203,correct,TRUE,2523.849999997765,603.3150000148453,1680.755000008503,FALSE,2,FALSE,cactus,cactus,TRUE,603.3150000148453,1680.755000008503,0.26414032845257723,-6.893548651077732,-0.6784567105266033,-6.6623820963235945,0.5843907757062519,-1.2628474862328551,0.5843907757062519,-0.6636710395139774
w9b2b2c8,FALSE,left,goat,critic,left,3496,4291,goat,goat,5281,correct,TRUE,4291,1167,674,TRUE,3,TRUE,goat,goat,TRUE,2822,674,0.8072082379862701,-6.953129657367621,0.8579911481090726,-6.919779337371159,1.0690419652745053,-0.21105081716543272,0.8579911481090726,-0.25840395933162524
w9b2b2c8,FALSE,left,strawberry,agent,left,3134,3993,strawberry,strawberry,5729,correct,TRUE,3993,1183,841,TRUE,3,TRUE,strawberry,strawberry,TRUE,2293,841,0.7316528398213146,-6.762743526200771,2.0628116285119846,-7.251023598018943,-1.0271709615726585,3.0899825900846434,2.0628116285119846,-0.5036408379329765
w9b2b2c8,FALSE,left,handkerchief,application,right,3503,4391,application,application,6086,correct,TRUE,4391,1353,2150,FALSE,2,FALSE,application,application,TRUE,1353,2150,0.3862403654010848,-7.005636092768482,0.5257146932213539,-7.343977156799041,-1.615408931734733,2.141123624956087,-1.615408931734733,-0.1761097047674134
w9b2b2c8,FALSE,left,empire,neck,left,2753,3376,empire,empire,4236,correct,TRUE,3376,837,712,TRUE,3,TRUE,empire,empire,TRUE,2041,712,0.7413730475844533,-6.964671404587645,0.7849515136299651,-7.149071224523621,-0.38198579572041824,1.1669373093503834,0.7849515136299651,-1.0113963885941637
w9b2b2c8,FALSE,left,enemy,tiger,right,4734,5416,tiger,tiger,6125,correct,TRUE,5416,1787,2947,FALSE,2,FALSE,tiger,tiger,TRUE,1787,2947,0.37748204478242503,-7.138410560000632,-0.31452191653299055,-7.087659760204694,0.006644350233506059,-0.3211662667664966,0.006644350233506059,0.6674064045157582
w9b2b2c8,FALSE,left,patient,parrot,right,3998,4770,parrot,parrot,5833,correct,TRUE,4770,1390,2608,FALSE,2,FALSE,parrot,parrot,TRUE,1390,2608,0.3476738369184592,-7.2910581304436635,-1.280521477668741,-7.23275514935586,-0.9115627449469321,-0.3689587327218089,-0.9115627449469321,0.13578552003094957
w9b2b2c8,FALSE,left,cue,saxophone,left,2660,3281,cue,cue,3920,correct,TRUE,3281,1127,672,TRUE,3,TRUE,cue,cue,TRUE,1988,672,0.7473684210526316,-7.243022076333439,-0.9765349349776624,-6.9855329455538415,0.652933431982986,-1.6294683669606485,-0.9765349349776624,-1.089575930430165
w9b2b2c8,FALSE,left,fellow,cactus,right,4056,4815,cactus,cactus,6094,correct,TRUE,4815,1215,2841,FALSE,2,FALSE,cactus,cactus,TRUE,1215,2841,0.2995562130177515,-7.1350162298167215,-0.2930415781398477,-6.952848132045381,0.8597727246971786,-1.1528143028370264,0.8597727246971786,0.1728179345848449
w9b2b2c8,FALSE,left,volunteer,seagull,right,3545,4131,seagull,seagull,5438,correct,TRUE,4131,1407,2138,FALSE,2,FALSE,seagull,seagull,TRUE,1407,2138,0.3968970380818054,-7.274752298033347,-1.1773332847181202,-7.382158610360572,-1.8570326095759022,0.6796993248577821,-1.8570326095759022,-0.39007476663436425
w9b2b2c8,FALSE,left,tart,frog,right,3900,4496,frog,frog,5229,correct,TRUE,4496,1939,1961,FALSE,2,FALSE,frog,frog,TRUE,1939,1961,0.4971794871794872,-7.031141415540808,0.3643093689624415,-7.205313353840384,-0.7379028409747286,1.10221220993717,-0.7379028409747286,-0.08970073747499092
w9b2b2c8,FALSE,left,follower,eagle,right,5292,5960,eagle,eagle,6895,correct,TRUE,5960,2587,2705,FALSE,2,FALSE,eagle,eagle,TRUE,2587,2705,0.48885109599395316,-7.186250097678806,-0.617264844362948,-6.996247433216965,0.5851289438386151,-1.2023937882015632,0.5851289438386151,1.1150871493450707
w9b2b2c8,FALSE,left,apple,lover,right,2845,3596,lover,lover,4350,correct,TRUE,3596,1235,1610,FALSE,2,FALSE,lover,lover,TRUE,1235,1610,0.43409490333919154,-6.962758263918812,0.7970584409863584,-6.7262443463879675,2.2937893740381856,-1.4967309330518273,2.2937893740381856,-0.8303490285528977
w9b2b2c8,FALSE,left,baby,stranger,left,3151,3809,baby,baby,4462,correct,TRUE,3809,1189,979,TRUE,3,TRUE,baby,baby,TRUE,2172,979,0.6893049825452238,-7.232948117979821,-0.9127839082154865,-7.096651285861685,-0.050256718112259194,-0.8625271901032273,-0.9127839082154865,-0.6550622663311264
w9b2b2c8,FALSE,left,department,elephant,right,5661,6457,elephant,elephant,7793,correct,TRUE,6457,1052,4609,FALSE,2,FALSE,elephant,elephant,TRUE,1052,4609,0.18583289171524467,-6.979018582613435,0.6941582724652028,-6.877462348805732,1.3368365476851332,-0.6426782752199304,1.3368365476851332,1.5240895945292037
w9b2b2c8,FALSE,left,virus,horse,left,2836,3513,virus,virus,4291,correct,TRUE,3513,1218,685,TRUE,3,TRUE,virus,virus,TRUE,2151,685,0.7584626234132581,-7.0269856508026445,0.3906082933514638,-6.984632175982574,0.6586337717132786,-0.26802547836181484,0.3906082933514638,-0.8986532598411935
w9b2b2c8,FALSE,left,tulip,community,right,5435,5915,community,community,7722,correct,TRUE,5915,1868,3567,FALSE,2,FALSE,community,community,TRUE,1868,3567,0.3436982520699172,-6.956817883777614,0.8346509463418152,-7.031021310576752,0.3650694291601348,0.46958151718168045,0.3650694291601348,1.0780547347911753
w9b2b2c8,FALSE,left,cauliflower,consumer,right,3895,4352,consumer,consumer,5429,correct,TRUE,4352,1018,2877,FALSE,2,FALSE,consumer,consumer,TRUE,1018,2877,0.2613607188703466,-7.161759860338931,-0.4622832848545464,-7.031429159431191,0.362488439411955,-0.8247717242665014,0.362488439411955,-0.20820446404745602
w9b2b2c8,FALSE,left,villain,walrus,left,2508,3180,villain,villain,5248,correct,TRUE,3180,1106,601,TRUE,3,TRUE,villain,villain,TRUE,1907,601,0.7603668261562998,-7.300327017277255,-1.339177770641372,-7.251217557005487,-1.0283983921523652,-0.3107793784890067,-1.339177770641372,-1.172693127540019
w9b2b2c8,FALSE,left,daisy,major,right,7347,7753,major,major,8494,correct,TRUE,7753,1441,5906,FALSE,2,FALSE,major,major,TRUE,1441,5906,0.19613447665713896,-7.347139963871301,-1.635424122509752,-6.97737879259234,0.7045353550229854,-2.3399594775327373,0.7045353550229854,2.5906231336813894
w6411e6d,FALSE,NA,NA,NA,left,NA,NA,baby,baby,NA,correct,TRUE,NA,NA,NA,NA,0,FALSE,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
w6411e6d,FALSE,NA,NA,NA,left,NA,NA,ear,electron,NA,intrusion,FALSE,NA,NA,NA,NA,0,FALSE,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
w6411e6d,FALSE,left,carrot,roost,left,3284.2849999996834,3649.7049999998417,carrot,baby,4185.76500000013,intrusion,FALSE,3649.7049999998417,3284.2849999996834,NA,TRUE,1,TRUE,carrot,carrot,TRUE,3284.2849999996834,0,1,-6.671752931159814,0.5439035318692466,-6.871229599932845,-0.19126731883639372,0.7351708507056403,0.5439035318692466,0.8945439420134694
w6411e6d,FALSE,left,stairs,empire,left,3635.3300000000745,3937.6700000002747,stairs,empire,6174.485000000452,intrusion,FALSE,3937.6700000002747,1298.7449999999953,2336.585000000079,TRUE,2,FALSE,empire,stairs,FALSE,1298.7449999999953,2336.585000000079,0.3572564251388371,-6.816486043379124,0.010489945759017977,-7.099290858988765,-1.0317866179826598,1.0422765637416778,0.010489945759017977,1.1664177835071134
w6411e6d,FALSE,right,strawberry,idol,right,2308.9550000004238,2819.4750000002095,strawberry,strawberry,4528.245000000461,correct,TRUE,2819.4750000002095,2308.9550000004238,NA,TRUE,1,TRUE,strawberry,strawberry,TRUE,2308.9550000004238,0,1,-6.763630551820821,0.205288750713974,-6.893362057184375,-0.2728364443180668,0.4781251950320408,0.205288750713974,0.11070625540978982
w6411e6d,FALSE,right,major,bug,right,1793.8750000003492,2212.5850000001956,major,major,2747.8550000005635,correct,TRUE,2212.5850000001956,1793.8750000003492,NA,TRUE,1,TRUE,major,major,TRUE,1793.8750000003492,0,1,-6.755308645313173,0.235959119957415,-6.340607543184983,1.7643391752060946,-1.5283800552486797,0.235959119957415,-0.4622714177929719
w6411e6d,FALSE,right,community,banana,right,1725.6749999996973,2091.744999999646,community,community,2903.699999999837,correct,TRUE,2091.744999999646,1725.6749999996973,NA,TRUE,1,TRUE,community,community,TRUE,1725.6749999996973,0,1,-6.788453351946098,0.11380437212852774,-6.601110675704973,0.8042554184229171,-0.6904510462943894,0.11380437212852774,-0.5763590152655533
w6411e6d,FALSE,right,shoelace,hero,right,2369.404999999446,2719.234999999637,shoelace,shoelace,3585.4149999995716,correct,TRUE,2719.234999999637,2369.404999999446,NA,TRUE,1,TRUE,shoelace,shoelace,TRUE,2369.404999999446,0,1,-7.045739652799194,-0.8344237581912934,-6.987840446703513,-0.6210363537275907,-0.21338740446370275,-0.8344237581912934,0.016067553236131186
w6411e6d,FALSE,right,scapegoat,magazine,right,1462.410000000149,1850.7399999998743,scapegoat,scapegoat,3100.9650000005495,correct,TRUE,1850.7399999998743,1462.410000000149,NA,TRUE,1,TRUE,scapegoat,scapegoat,TRUE,1462.410000000149,0,1,-6.699964525375761,0.4399297596628383,-7.404380240158559,-2.1561929020632267,2.596122661726065,0.4399297596628383,-0.803896928446027
w6411e6d,FALSE,right,keeper,neck,left,4639.959999999497,4985.604999999865,neck,neck,5409.34999999986,correct,TRUE,4985.604999999865,2230.4050000002608,2409.5549999992363,FALSE,2,FALSE,neck,neck,TRUE,2230.4050000002608,2409.5549999992363,0.4806948766800797,-6.805222594471385,0.052001363441673325,-7.357315018697838,-1.9827341255919935,2.034735489033667,-1.9827341255919935,2.1557953609387526
w6411e6d,FALSE,left,tulip,virus,left,1417.1450000003679,1854.115000000107,tulip,tulip,3209.8900000001304,correct,TRUE,1854.115000000107,1417.1450000003679,NA,TRUE,1,TRUE,tulip,tulip,TRUE,1417.1450000003679,0,1,-6.606090354938035,0.7859028208959498,-6.873518350697882,-0.1997025050530829,0.9856053259490327,0.7859028208959498,-0.8007105196286257
w6411e6d,FALSE,left,electron,cookie,left,1510.8549999995157,1786.8799999996554,electron,electron,2728.844999999623,correct,TRUE,1786.8799999996554,514.5349999993341,472.29000000061933,TRUE,3,TRUE,electron,electron,TRUE,1038.5649999988964,472.29000000061933,0.6874021663225321,-6.577466909594806,0.8913944695811988,-7.041616875448692,-0.8192292707824069,1.7106237403636058,0.8913944695811988,-0.8641885038729625
w6411e6d,FALSE,left,personnel,finger,right,2398.6349999995437,2665.425000000163,finger,finger,3178.5,correct,TRUE,2665.425000000163,685.7499999996508,1712.884999999893,FALSE,2,FALSE,finger,finger,TRUE,685.7499999996508,1712.884999999893,0.2858917676094034,-6.86637725410664,-0.1733840083173654,-6.7259406452508905,0.34419482352171304,-0.5175788318390784,0.34419482352171304,-0.034735604823382726
w6411e6d,FALSE,right,enemy,jeans,right,1972.104999999865,2277.1950000006473,enemy,enemy,2741.355000000098,correct,TRUE,2277.1950000006473,414.085000000312,405.22499999951106,TRUE,3,TRUE,enemy,enemy,TRUE,1566.880000000354,405.22499999951106,0.7945215898750123,-6.731738491823269,0.32282687195577686,-7.072968240313711,-0.9347746612301696,1.2576015331859465,0.32282687195577686,-0.4012717515175539
w6411e6d,FALSE,right,department,penguin,left,2107.5200000004843,2441.190000000526,penguin,penguin,3241.32500000007,correct,TRUE,2441.190000000526,650.9550000000745,1456.5650000004098,FALSE,2,FALSE,penguin,penguin,TRUE,650.9550000000745,1456.5650000004098,0.3088725136653151,-6.782983945168501,0.13396185950925185,-6.6740392581740835,0.5354772783810031,-0.40151541887175124,0.5354772783810031,-0.24644060663657819
w6411e6d,FALSE,left,apple,villain,left,1229.0299999994459,1578.734999999986,apple,apple,1970.6649999998044,correct,TRUE,1578.734999999986,1229.0299999994459,NA,TRUE,1,TRUE,apple,apple,TRUE,1229.0299999994459,0,1,-6.531217499382363,1.0618465753821194,-6.439961455710017,1.398170535829668,-0.33632396044754875,1.0618465753821194,-1.0607025966881294
w6411e6d,FALSE,left,critic,flower,left,4692.810000000405,4939.910000000033,critic,editorial,6467.894999999786,intrusion,FALSE,4939.910000000033,428.1650000002701,807.9399999997113,TRUE,3,TRUE,critic,critic,TRUE,3884.870000000694,807.9399999997113,0.8278344957499576,-6.857257839514428,-0.1397744246756727,-7.727945950135547,-3.3486936577963067,3.2089192331206338,-0.1397744246756727,2.112653745857101
w6411e6d,FALSE,left,stranger,tiger,left,1729.7349999998696,1878.604999999865,stranger,empire,2347.944999999483,intrusion,FALSE,1878.604999999865,410.84499999939,260.33499999996275,TRUE,3,TRUE,stranger,stranger,TRUE,1469.3999999999069,260.33499999996275,0.8494942866971054,-6.759028054378393,0.22225124553069975,-6.7032542538505515,0.4278054721645643,-0.20555422663386458,0.22225124553069975,-0.7775889931302543
w6411e6d,FALSE,left,tractor,application,right,2010.0350000002654,2248.864999999525,application,application,3496.0099999997765,correct,TRUE,2248.864999999525,414.9799999995157,1595.0550000007497,FALSE,2,FALSE,application,application,TRUE,414.9799999995157,1595.0550000007497,0.2064541164703405,-7.018645703015195,-0.7345690622301222,-6.814309257046877,0.01851248728994346,-0.7530815495200657,0.01851248728994346,-0.42801870316031765
w4425c9d,FALSE,NA,NA,NA,left,NA,NA,major,flowe,NA,intrusion,FALSE,NA,NA,NA,NA,0,FALSE,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
w4425c9d,FALSE,right,villain,saxophone,right,3548.9400000078604,4062.8800000122283,villain,villain,5021.169999992708,correct,TRUE,4062.8800000122283,1116.8199999956414,513.7350000150036,TRUE,3,TRUE,villain,villain,TRUE,3035.2049999928568,513.7350000150036,0.8552426921802381,-7.25712595749203,-1.4986776048479904,-6.522729228856251,1.5744212517795675,-3.073098856627558,-1.4986776048479904,-0.0490100224582199
w4425c9d,FALSE,left,tread,stairs,right,7233.670000015991,8561.40000000596,stairs,stairs,9487.885000009555,correct,TRUE,8561.40000000596,1103.5650000267196,1153.7749999843072,FALSE,6,FALSE,stairs,stairs,TRUE,3153.6250000062864,4080.0450000097044,0.43596473159534715,-7.107149821873211,-0.8710992498248575,-6.571905854305099,1.368640608229609,-2.2397398580544667,1.368640608229609,2.847288330170866
w4425c9d,FALSE,left,gravel,crook,right,5726.555000001099,6029.714999982389,crook,crook,7036.339999991469,correct,TRUE,6029.714999982389,1006.0799999919254,1069.9550000135787,FALSE,6,FALSE,crook,crook,TRUE,2831.9749999791384,2894.5800000219606,0.49453379911283396,-6.86581540609757,0.13876978725907144,-6.633626436864718,1.1103695072040198,-0.9715997199449484,1.1103695072040198,1.2173044477041315
w4425c9d,FALSE,NA,NA,NA,left,NA,NA,rouge,gravel,NA,intrusion,FALSE,NA,NA,NA,NA,0,FALSE,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
w4425c9d,FALSE,right,lover,walrus,left,3314.299999998184,3938.5049999982584,walrus,walrus,4991.339999978663,correct,TRUE,3938.5049999982584,768.8900000066496,544.7199999762233,FALSE,4,FALSE,walrus,walrus,TRUE,1120.31000002753,2193.989999970654,0.3380231119778366,-6.588618626294348,1.2987056555145466,-6.739722958292515,0.6664063385532173,0.6322993169613293,0.6664063385532173,-0.12908682719604594
w4425c9d,FALSE,right,tractor,keeper,right,4286.575000005541,4575.795000011567,tractor,tractor,5741.665000008652,correct,TRUE,4575.795000011567,622.7599999983795,768.0399999953806,TRUE,5,TRUE,tractor,tractor,TRUE,2781.7550000327174,1504.819999972824,0.6489458367179208,-6.826678722818854,0.3025380775392232,-6.826244393648669,0.3043555372639881,-0.001817459724764936,0.3025380775392232,0.2812218914910128
w4425c9d,FALSE,left,jeans,virus,right,2047.4050000193529,2336.0500000126194,virus,virus,2893.96499999566,correct,TRUE,2336.0500000126194,671.6100000194274,1375.7949999999255,FALSE,2,FALSE,virus,virus,TRUE,671.6100000194274,1375.7949999999255,0.32802987196625927,-6.773141584798189,0.5265653794364403,-6.911287438478956,-0.051508907172683596,0.578074286609124,-0.051508907172683596,-1.1608012080651129
w4425c9d,FALSE,left,territory,ear,right,2525.0450000166893,2877.44000001112,ear,ear,3483.700000011595,correct,TRUE,2877.44000001112,461.379999993369,495.35500002093613,FALSE,4,FALSE,ear,ear,TRUE,894.6199999772944,1630.425000039395,0.3542986362505941,-7.6615155991117705,-3.190854730421734,-6.9764843353078545,-0.3243267197911259,-2.866528010630608,-0.3243267197911259,-0.8122361321895576
w4425c9d,FALSE,left,handkerchief,community,right,1855.0699999905191,2301.1750000005122,community,community,3900.0099999830127,correct,TRUE,2301.1750000005122,733.5149999998976,1121.5549999906216,FALSE,2,FALSE,community,community,TRUE,733.5149999998976,1121.5549999906216,0.39541095484464006,-6.853951623300692,0.18841404073510346,-6.74037372478942,0.6636831921943191,-0.47526915145921567,0.6636831921943191,-1.1832549050772736
w4425c9d,FALSE,left,octopus,empire,right,3645.4950000043027,4046.375000005355,empire,empire,4860.205000004498,correct,TRUE,4046.375000005355,1101.6600000148173,976.6700000036508,FALSE,4,FALSE,empire,empire,TRUE,2316.7950000206474,1328.6999999836553,0.6355227479444939,-6.6119955664568035,1.2008843481972575,-6.655260742275672,1.0198402923669168,0.18104405583034078,1.0198402923669168,-0.05963649612736362
w4425c9d,FALSE,left,hero,horse,right,2574.575000006007,3950.8400000049733,horse,horse,4925.76499999268,correct,TRUE,3950.8400000049733,717.4949999898672,1489.0500000037719,FALSE,3,TRUE,hero,horse,FALSE,1085.5250000022352,1489.0500000037719,0.42163269665855624,-6.895826917166564,0.013185975736499838,-6.817246872255733,0.3420058584418568,-0.328819882705357,0.3420058584418568,-0.12114513966344018
w4425c9d,FALSE,left,pizza,donor,left,3471.7900000105146,4541.755000012927,pizza,pizza,5309.88499999512,correct,TRUE,4541.755000012927,751.589999999851,1392.855000012787,TRUE,3,TRUE,pizza,pizza,TRUE,2078.9349999977276,1392.855000012787,0.5988078195949154,-7.126523359788052,-0.9521682346030521,-7.008734315786922,-0.45927745455350333,-0.4928907800495488,-0.9521682346030521,0.2593057955484154
w4425c9d,FALSE,NA,NA,NA,right,NA,NA,scapegoat,winner,NA,intrusion,FALSE,NA,NA,NA,NA,0,FALSE,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
w4425c9d,FALSE,left,captive,goat,right,3342.8549999953248,3678.199999994831,goat,goat,4204.935000016121,correct,TRUE,3678.199999994831,878.6850000033155,1215.5400000046939,FALSE,4,FALSE,goat,goat,TRUE,1246.725000004517,2096.129999990808,0.3729521621506947,-6.93665821633374,-0.15767347106190444,-6.728409699831189,0.7137469111437535,-0.871420382205658,0.7137469111437535,-0.29667993397162795
w4425c9d,FALSE,left,flower,winner,right,4959.875000000466,5487.150000000838,winner,winner,6557.870000018738,correct,TRUE,5487.150000000838,2288.265000010142,1615.0250000064261,FALSE,4,FALSE,winner,winner,TRUE,2897.270000015851,2062.6049999846146,0.584141737446121,-7.20634835631119,-1.2861976440221843,-7.093635659039668,-0.8145489457008366,-0.4716486983213477,-0.8145489457008366,0.8679828673526038
w4425c9d,FALSE,left,cauliflower,grizzly,left,3086.2900000065565,3583.090000000084,cauliflower,cauliflower,5741.77000002237,correct,TRUE,3583.090000000084,1039.0800000168383,831.0749999945983,TRUE,3,TRUE,cauliflower,cauliflower,TRUE,2255.215000011958,831.0749999945983,0.7307203794870758,-7.0853339691162365,-0.7798103462259107,-6.847472981966083,0.21552405430347935,-0.99533440052939,-0.7798103462259107,-0.3579149482215863
