word,pRecall,Size,Animacy,nLet,nSyl,WFlog,CDlog,Prevalence,ONsize,AoA,Concreteness,NoF,BOI,Arousal,Valence,Dominance,Graspability,Pantomime,Action,Danger,Usefulness
LIVER,0.674418605,0.828467153,0.434782609,5,2,2.86332286,2.632457292,2.420121541,17,8.56,4.68,18,3.956521739,5.08,4.16,4.67,NaN,NaN,NaN,NaN,NaN
LIZARD,0.672413793,0.800970874,0.912350598,6,2,2.394451681,2.064457989,2.327760737,2,5.42,4.68,21,4.925925926,5.59,4.81,5.86,NaN,NaN,NaN,NaN,NaN
LOAF,0.602409639,0.895953757,0.060150376,4,1,2.359835482,2.212187604,2.437661515,4,6.84,4.79,NaN,4.458333333,4.11,5.69,5.32,NaN,NaN,NaN,NaN,NaN
LOBBY,0.549019608,0.140495868,0.01010101,5,2,2.811575006,2.657055853,2.019215859,4,7.71,4.7,NaN,3.96,4.37,5.24,5.53,NaN,NaN,NaN,NaN,NaN
LOBSTER,0.65625,0.736666667,0.920595533,7,2,2.574031268,2.305351369,2.33235256,1,7.44,4.86,23,4.92,5.13,5.69,5.55,5.75862069,4.310344828,2.545454545,2.0625,3.733333333
LOCK,0.728813559,0.951048951,0.037593985,4,1,3.460296327,3.271144318,2.435945037,18,5.74,4.65,14,5.173913043,5.07,4.91,4.11,NaN,NaN,NaN,NaN,NaN
LODGE,0.597402597,0.054054054,0.074626866,5,1,2.534026106,2.257678575,2.233604032,2,8.26,4,21,4.833333333,3.78,5.93,5.8,NaN,NaN,NaN,NaN,NaN
LOFT,0.67032967,0.143564356,0.083333333,4,1,2.271841607,2.021189299,2.1162409,6,11.05,4.32,15,3.925925926,4.08,5.98,5.09,NaN,NaN,NaN,NaN,NaN
LOG,0.608247423,0.316666667,0.089820359,3,1,2.78604121,2.599883072,2.575829304,20,6.74,4.96,9,5.692307692,4.06,5.16,5.7,NaN,NaN,NaN,NaN,NaN
LOLLIPOP,0.584615385,0.988826816,0.018018018,8,3,1.963787827,1.792391689,2.092430755,1,3.89,4.96,NaN,6.48,4.57,6.78,6.1,NaN,NaN,NaN,NaN,NaN
LONDON,0.732142857,0.023622047,0.103773585,6,2,3.370698093,2.888740961,NaN,1,NaN,NaN,11,NaN,5.7,6.43,NaN,NaN,NaN,NaN,NaN,NaN
LOOP,0.614035088,0.741721854,0.034482759,4,1,2.539076099,2.408239965,2.335023968,11,7.22,4.26,NaN,2.695652174,4.49,5.4,4.9,NaN,NaN,NaN,NaN,NaN
LOUNGE,0.572916667,0.101449275,0.054945055,6,1,2.604226053,2.437750563,2.419760641,1,9.53,3.96,14,4.714285714,3.08,6.16,5.88,NaN,NaN,NaN,NaN,NaN
LOVER,0.633333333,0.135135135,0.954545455,5,2,3.133219457,2.94792362,2.427653597,15,9.16,3.68,16,NaN,6.47,7.74,6.37,NaN,NaN,NaN,NaN,NaN
LUGGAGE,0.666666667,0.113402062,0.035294118,7,2,2.754348336,2.574031268,2.241402728,0,7.63,4.83,15,5.304347826,4.84,5.32,5.42,NaN,NaN,NaN,NaN,NaN
LUMBER,0.625,0.170454545,0.066298343,6,2,2.103803721,1.924279286,2.322497078,8,7.33,4.56,8,5.217391304,4.61,5.36,5.96,NaN,NaN,NaN,NaN,NaN
LUNCH,0.736,0.71641791,0.056680162,5,1,3.725176301,3.421274791,2.444885938,6,3.61,4.31,17,6.043478261,4.62,6.72,6.44,4.827586207,4.551724138,2.939393939,1.5,4.733333333
LUNG,0.592592593,0.693548387,0.42962963,4,1,2.624282096,2.380211242,2.232369511,15,7.16,4.82,11,3.52173913,5.05,5.31,4.74,NaN,NaN,NaN,NaN,NaN
MACARONI,0.717948718,0.96124031,0.067226891,8,4,2.222716471,2.004321374,2.118339313,0,5.15,4.97,7,5.62962963,4.39,6.33,6.27,NaN,NaN,NaN,NaN,NaN
MACHINE,0.676470588,0.103448276,0.024,7,2,3.554368001,3.274388796,2.435070491,1,6.53,4.25,17,5.791666667,5.39,5.36,4.8,NaN,NaN,NaN,NaN,NaN
MAGAZINE,0.777777778,0.823529412,0.040697674,8,3,3.228913406,2.933487288,2.432986133,0,5.89,5,13,6.166666667,4.59,5.65,7.05,NaN,NaN,NaN,NaN,NaN
MAGICIAN,0.69047619,0.055944056,0.950920245,8,3,2.592176757,2.283301229,2.575829304,0,5.37,4.21,12,4.5,5.85,6.18,4.26,NaN,NaN,NaN,NaN,NaN
MAGNET,0.620689655,0.957627119,0.047619048,6,2,2.149219113,1.977723605,2.24938826,0,6.1,4.7,13,5.615384615,4.94,5.5,4.89,NaN,NaN,NaN,NaN,NaN
MAID,0.705882353,0.131944444,0.918918919,4,1,3.066325925,2.788875116,2.331448366,8,6.95,4.64,20,4.458333333,4.6,5.41,6.2,NaN,NaN,NaN,NaN,NaN
MAILBOX,0.704918033,0.385135135,0.02173913,7,2,2.328379603,2.201397124,2.427978434,0,6.11,5,13,NaN,4.72,5.43,5.03,NaN,NaN,NaN,NaN,NaN
MAILMAN,0.689655172,0.053892216,0.938967136,7,2,2.170261715,2.033423755,2.25159581,1,4.72,4.57,12,NaN,4.92,5.66,4.82,NaN,NaN,NaN,NaN,NaN
MAJOR,0.568627451,0.150943396,0.615023474,5,2,3.727866449,3.245759356,2.575829304,2,8.8,2.16,10,3.260869565,5.51,5.41,5.28,NaN,NaN,NaN,NaN,NaN
MALL,0.636363636,0.074766355,0.058252427,4,1,2.984527313,2.630427875,2.254310981,19,6.78,4.83,8,4.36,5.56,5.71,6,NaN,NaN,NaN,NaN,NaN
MAMMAL,0.632183908,0.06741573,0.945402299,6,2,1.799340549,1.72427587,2.090849525,2,7.39,4.59,18,5.291666667,4.85,6.16,6,NaN,NaN,NaN,NaN,NaN
MAN,0.785714286,0.056962025,0.966037736,3,1,4.973746513,3.906065545,2.575829304,28,3.11,4.79,9,5.346153846,5.3,6.1,5.44,NaN,NaN,NaN,NaN,NaN
MANAGER,0.701754386,0.078212291,0.935114504,7,3,3.309417226,3.023663918,2.187867637,3,9.4,4.14,17,NaN,5.6,4.97,7.16,NaN,NaN,NaN,NaN,NaN
MANSION,0.801652893,0.051813472,0.067357513,7,2,2.51851394,2.320146286,2.192639909,0,7.2,4.89,NaN,4.52173913,5.56,6.22,6.5,2.75862069,3.96875,2.75,1.655172414,2.485714286
MAP,0.733333333,0.736842105,0.042016807,3,1,3.210586025,2.906335042,2.069606503,28,5.6,4.93,16,5.481481481,4.92,5.89,5.79,NaN,NaN,NaN,NaN,NaN
MAPLE,0.588235294,0.404371585,0.524038462,5,2,2.220108088,1.963787827,2.435363235,1,5.94,4.46,6,4.32,4.03,6.43,5.47,NaN,NaN,NaN,NaN,NaN
MARBLE,0.739726027,0.798076923,0.01754386,6,2,2.426511261,2.190331698,2.432379059,3,7.05,4.85,22,5.48,4.16,5.89,5.38,NaN,NaN,NaN,NaN,NaN
MARGARINE,0.671875,0.935483871,0.042857143,9,3,1.51851394,1.301029996,1.746556573,1,8.5,4.58,NaN,5.56,4.46,4.93,5.96,NaN,NaN,NaN,NaN,NaN
MARINE,0.677165354,0.101827676,0.720454545,6,2,2.85672889,2.45484486,2.172738558,3,9.8,4.25,NaN,NaN,5.61,5.78,5.14,NaN,NaN,NaN,NaN,NaN
MARKER,0.576923077,0.911504425,0.042105263,6,2,2.428134794,2.206825876,2.236649173,9,4.89,4.62,20,NaN,4.63,5.44,5.48,NaN,NaN,NaN,NaN,NaN
MARKET,0.628571429,0.096638655,0.080188679,6,2,3.266936911,3.075546961,2.12983774,2,7.16,4.7,14,4,5.3,5.66,5.77,NaN,NaN,NaN,NaN,NaN
MARROW,0.607843137,0.832335329,0.340540541,6,2,2.181843588,1.716003344,2.029861965,7,12.16,4.48,NaN,3.333333333,5.14,4.72,4.12,NaN,NaN,NaN,NaN,NaN
MARS,0.768115942,0.079646018,0.16,4,1,2.72916479,2.322219295,1.961686496,25,7.5432,4.48,13,NaN,5.48,6.01,NaN,NaN,NaN,NaN,NaN,NaN
MARSH,0.754545455,0.139344262,0.224489796,5,1,2.255272505,1.785329835,2.252687714,3,10.6337,4.85,13,3.090909091,4.23,4.77,NaN,NaN,NaN,NaN,NaN,NaN
MASCARA,0.666666667,0.904347826,0.009615385,7,3,1.812913357,1.799340549,2.029861965,1,9.21,4.93,NaN,5.703703704,4.78,5.41,6.27,NaN,NaN,NaN,NaN,NaN
MASK,0.666666667,0.845454545,0.018867925,4,1,3.004751156,2.682145076,2.349085217,9,4.8,4.96,12,5.92,5.43,4.85,5.1,NaN,NaN,NaN,NaN,NaN
MAT,0.75,0.532544379,0.025157233,3,1,2.252853031,2.146128036,1.766291608,30,4.62,4.83,12,5.814814815,4.15,5.09,5.3,NaN,NaN,NaN,NaN,NaN
MATCH,0.576923077,0.878980892,0.012658228,5,1,3.401745082,3.192567453,2.437378405,8,5.72,4.14,18,4.565217391,5.23,5.3,6.06,NaN,NaN,NaN,NaN,NaN
MATTRESS,0.685185185,0.145985401,0.067226891,8,2,2.5289167,2.36361198,2.251046907,0,5.1,5,NaN,6.72,3.33,6.05,6.17,NaN,NaN,NaN,NaN,NaN
MAYONNAISE,0.70212766,0.941176471,0.065420561,10,3,2.064457989,1.934498451,2.234217736,0,6.1,4.9,NaN,5.523809524,4.55,5.12,5.88,NaN,NaN,NaN,NaN,NaN
MEADOW,0.684210526,0.063414634,0.241706161,6,2,2.068185862,1.84509804,2.225405121,0,6.89,4.86,16,4.391304348,2.69,6.98,6.15,NaN,NaN,NaN,NaN,NaN
MEAL,0.583333333,0.576388889,0.089147287,4,1,3.168202747,3.020775488,2.575829304,16,4.74,4.62,NaN,5.958333333,4.73,6.74,7.11,NaN,NaN,NaN,NaN,NaN
MEAT,0.754385965,0.739393939,0.166666667,4,1,3.347720217,3.109578547,2.433588022,14,4.42,4.9,17,5.52173913,5.4,5.9,5.58,NaN,NaN,NaN,NaN,NaN
MECHANIC,0.730337079,0.127737226,0.853025937,8,3,2.413299764,2.269512944,2.33934381,0,7.83,4.38,NaN,NaN,5.52,5.17,5.15,NaN,NaN,NaN,NaN,NaN
MEDAL,0.690909091,0.90647482,0.025423729,5,2,2.771587481,2.472756449,2.178560904,3,6.83,4.89,14,5.608695652,5.54,6.15,5.88,NaN,NaN,NaN,NaN,NaN
MEDICINE,0.527777778,0.85915493,0.042857143,8,3,3.241795431,3.000434077,2.247148443,0,4.89,4.79,27,5.692307692,5.55,5.45,5.35,5.344827586,4.875,2.928571429,2.620689655,4.971428571
MERMAID,0.71875,0.134328358,0.87283237,7,2,2.209515015,1.86923172,2.3414441,0,5.68,4.5,NaN,NaN,5.08,6.26,4.33,NaN,NaN,NaN,NaN,NaN
MESSAGE,0.580246914,0.881188119,0.025906736,7,2,3.669130847,3.384711743,2.423639424,1,6.32,3.97,16,2.68,5.21,5.67,6.78,NaN,NaN,NaN,NaN,NaN
METEOR,0.666666667,0.061452514,0.048648649,6,3,2.257678575,1.838849091,2.094000374,0,7.67,4.96,16,NaN,6.5,5.16,3.92,NaN,NaN,NaN,NaN,NaN
MICROPHONE,0.488372093,0.873015873,0.029126214,10,3,2.367355921,2.23299611,2.333249838,0,6.25,4.88,18,6.043478261,5.29,5.45,5.35,6.517241379,5.689655172,1.939393939,1.59375,3.433333333
MICROSCOPE,0.633333333,0.5,0.072463768,10,3,2.113943352,2.017033339,2.344725431,1,9.16,5,19,5.721024259,5,5.61,5.05,5.275862069,4.9375,2.142857143,1.517241379,3.4
MICROWAVE,0.649253731,0.22310757,0.047619048,9,3,2.301029996,2.220108088,2.347913131,0,7.67,4.34,14,5.28,4.99,5.63,5.6,3.482758621,4.517241379,2.454545455,2.34375,3.533333333
MILDEW,0.70212766,0.903225806,0.430232558,6,2,1.361727836,1.113943352,2.120416406,2,9.74,4.57,22,4.166666667,5.73,2.61,4.19,NaN,NaN,NaN,NaN,NaN
MILITARY,0.756756757,0.037974684,0.440860215,8,4,3.323045735,2.981818607,2.434184791,0,8.2,4,NaN,NaN,6.75,4.75,5.89,NaN,NaN,NaN,NaN,NaN
MILK,0.696969697,0.860759494,0.047945205,4,1,3.336459734,3.101403351,2.575829304,10,3.37,4.92,18,5.956521739,3.99,6.04,6.31,NaN,NaN,NaN,NaN,NaN
MINER,0.671875,0.116161616,0.893442623,5,2,1.875061263,1.755874856,2.076071659,11,8.05,4.3,NaN,NaN,5.29,5.01,4.67,NaN,NaN,NaN,NaN,NaN
MINK,0.721518987,0.535714286,0.574879227,4,1,2.278753601,1.892094603,1.483576347,19,10.32,4.58,7,4.904761905,5.04,5.18,4.86,NaN,NaN,NaN,NaN,NaN
MINT,0.595505618,0.994623656,0.136094675,4,1,2.444044796,2.311753861,2.352150765,16,5.94,4.54,24,5.76,4.63,6.32,6.62,NaN,NaN,NaN,NaN,NaN
MIRROR,0.631578947,0.392857143,0,6,2,3.09131516,2.940516485,2.575829304,0,4.89,4.97,8,6.086956522,4.88,5.6,5.5,5.034482759,4.78125,2.357142857,1.724137931,2.742857143
MISSILE,0.754385965,0.087591241,0.042016807,7,2,2.82672252,2.318063335,2.060682572,3,7.22,4.83,21,3.703703704,7.07,3.22,4.2,NaN,NaN,NaN,NaN,NaN
MISTER,0.673913043,0.090322581,0.873786408,6,2,3.366796383,3.089551883,2.261149517,6,6.39,3.15,12,3.724137931,4.72,5.35,4.83,NaN,NaN,NaN,NaN,NaN
MITTEN,0.609375,0.929487179,0.015037594,6,2,1.380211242,0.954242509,1.952956564,3,4.72,4.89,9,6.041666667,3.9,5.93,5.91,NaN,NaN,NaN,NaN,NaN
MOAT,0.746753247,0.120689655,0.059440559,4,1,1.785329835,1.612783857,1.67998161,10,9.65,4.69,15,3.25,4.68,4.95,4.95,2.75862069,2.75,1.392857143,1.965517241,2.657142857
MOB,0.69047619,0.061349693,0.752427184,3,1,2.820201459,2.58546073,2.322007011,18,9.67,3.88,10,3.36,6.88,3.14,3.47,NaN,NaN,NaN,NaN,NaN
MOLECULE,0.769230769,0.96875,0.171597633,8,3,1.612783857,1.544068044,2.438503854,0,12,3.27,NaN,NaN,4.92,5.47,4.75,NaN,NaN,NaN,NaN,NaN
MONARCH,0.765957447,0.144578313,0.798245614,7,2,1.633468456,1.505149978,2.438224232,0,10.12,4.14,10,3.28,5.49,5.16,3.78,NaN,NaN,NaN,NaN,NaN
MONASTERY,0.823529412,0.044117647,0.158333333,9,4,2.278753601,1.919078092,2.011978322,0,10.26,4.75,7,3.76,3.4,5.13,4.59,NaN,NaN,NaN,NaN,NaN
MONEY,0.779069767,0.905982906,0.04787234,5,2,4.514282048,3.751894688,2.431766729,6,5.11,4.54,19,6.291666667,6.49,6.96,6.32,NaN,NaN,NaN,NaN,NaN
MONGOOSE,0.695652174,0.278169014,0.930029155,8,2,1.531478917,1.322219295,2.137574997,1,9.94,4.89,8,4.5,5.44,5.12,4.23,NaN,NaN,NaN,NaN,NaN
MONK,0.87755102,0.125714286,0.919354839,4,1,2.57634135,2.178976947,2.316995465,9,10.29,4.35,8,5.173913043,3.58,5.28,5.04,NaN,NaN,NaN,NaN,NaN
MONKEY,0.714285714,0.130136986,0.920454545,6,2,3.23299611,2.893761762,2.434184791,2,4.21,4.9,22,4.259259259,5.63,6.15,5.74,4.137931034,6.034482759,2.666666667,3.1875,3.866666667
MONSTER,0.714285714,0.097014925,0.81443299,7,2,3.297322714,2.975891136,2.437661515,4,4.58,3.72,22,2.653846154,7.25,3.1,5,NaN,NaN,NaN,NaN,NaN
MONUMENT,0.666666667,0.069444444,0.094202899,8,3,2.071882007,1.991226076,2.446388798,0,8.45,4.58,17,4.52,4.62,5.94,5.45,2.551724138,3.137931034,2.272727273,1.40625,3.2
MOON,0.811594203,0.12962963,0.103626943,4,1,3.406369835,3.067442843,2.33414028,14,4.83,4.9,10,2.083333333,3.67,6.86,6.11,NaN,NaN,NaN,NaN,NaN
MOOSE,0.75,0.068965517,0.936507937,5,1,2.451786436,2.103803721,2.142877887,6,5.22,4.97,18,3.916666667,4.99,5.67,4.97,NaN,NaN,NaN,NaN,NaN
MOP,0.764705882,0.350364964,0.02,3,1,2.326335861,2.181843588,2.060682572,18,5.11,4.97,13,6.192307692,4.6,4.51,5.32,NaN,NaN,NaN,NaN,NaN
MOSQUITO,0.672413793,0.930232558,0.89298893,8,3,1.973127854,1.880813592,2.327760737,0,6.1,4.88,NaN,4.4,6.48,2.4,3.88,5.379310345,5.103448276,1.96969697,3.96875,3.5
MOSS,0.770833333,0.893382353,0.642585551,4,1,2.164352856,1.897627091,2.311238731,20,8.3105,4.9,11,4.565217391,3.62,4.99,NaN,NaN,NaN,NaN,NaN,NaN
MOTEL,0.725490196,0.072072072,0.04040404,5,2,2.967547976,2.672097858,2.575829304,6,7.11,4.93,13,4.48,4.86,5.2,4.52,NaN,NaN,NaN,NaN,NaN
MOTH,0.569444444,0.951327434,0.855123675,4,1,2.068185862,1.84509804,2.329618892,8,5.74,4.69,14,4.84,4.94,4.12,4.6,5.24137931,3.5,1.714285714,1.413793103,2.2
MOTHER,0.698113208,0.090909091,0.956097561,6,2,4.388758188,3.744840397,2.328693443,3,2.63,4.6,13,5.52,4.41,7.09,6.11,NaN,NaN,NaN,NaN,NaN
MOTOR,0.734513274,0.236363636,0.048245614,5,2,2.827369273,2.673020907,2.247148443,1,7.42,4.84,13,4.92,5.41,5.33,5.5,NaN,NaN,NaN,NaN,NaN
MOTORCYCLE,0.761904762,0.08,0.04109589,10,4,2.658964843,2.387389826,2.247711463,0,5.05,4.97,20,5.555555556,6.2,5.54,5.55,3.206896552,6.034482759,2.848484848,4.59375,3.9
MOUNTAIN,0.745454545,0.028776978,0.111111111,8,2,3.256717746,2.947433722,2.159809737,1,6.15,4.96,17,4.307692308,4.47,6.52,6.18,NaN,NaN,NaN,NaN,NaN
MOUSE,0.651162791,0.890804598,0.868,5,1,2.989449818,2.603144373,2.432986133,10,4.94,4.83,10,5.24,5.61,4.25,4.29,NaN,NaN,NaN,NaN,NaN
MOUTH,0.705128205,0.948051948,0.277456647,5,1,3.726401162,3.480438147,2.575829304,4,3.58,4.74,19,6.304347826,5.14,5.75,6,NaN,NaN,NaN,NaN,NaN
MOVIE,0.725490196,0.489208633,0.019354839,5,2,3.79740605,3.322632712,2.253230737,1,3.56,4.59,21,2.826086957,5.34,6.82,5.68,NaN,NaN,NaN,NaN,NaN
MOWER,0.803278689,0.191489362,0.131147541,5,2,1.880813592,1.672097858,1.825500526,12,6.89,4.86,6,NaN,5.06,4.84,5.45,NaN,NaN,NaN,NaN,NaN
MUFFIN,0.59223301,0.976076555,0.050314465,6,2,2.474216264,2.190331698,2.433887042,1,5.11,4.78,14,5.875,4.24,6.72,6.29,NaN,NaN,NaN,NaN,NaN
MUG,0.656565657,0.941704036,0.036764706,3,1,2.544068044,2.416640507,2.428623793,19,5.15,4.8,9,6.13900135,4.33,5.5,4.82,6.275862069,4.965517241,2.636363636,1.65625,3.333333333
MULE,0.682539683,0.084821429,0.926421405,4,1,2.555094449,2.330413773,2.317505884,10,5.65,5,11,4.318181818,4.74,5.18,4.5,NaN,NaN,NaN,NaN,NaN
MUMMY,0.888888889,0.076923077,0.291666667,5,2,2.699837726,2.222716471,2.228607974,8,5.47,4.72,15,3.76,5.71,4.25,4.4,NaN,NaN,NaN,NaN,NaN
MUSEUM,0.691176471,0.07518797,0.069767442,6,3,2.974511693,2.662757832,2.331901333,0,8.55,4.6,NaN,4.333333333,4.22,6.5,5.4,NaN,NaN,NaN,NaN,NaN
MUSHROOM,0.66,0.951754386,0.661835749,8,2,2.041392685,1.924279286,2.575829304,0,6.44,4.83,22,5.333333333,4.49,5.22,5.5,NaN,NaN,NaN,NaN,NaN
MUSTARD,0.72,0.923076923,0.054545455,7,2,2.51851394,2.357934847,2.330078923,2,4.95,4.93,NaN,5.8,4.66,5.17,5.69,NaN,NaN,NaN,NaN,NaN
NAIL,0.7375,0.95,0.066666667,4,1,2.978636948,2.851869601,2.331448366,15,5.42,4.93,6,5.541666667,5.14,4.78,5.17,NaN,NaN,NaN,NaN,NaN
NAPKIN,0.598039216,0.963114754,0.020100503,6,2,2.267171728,2.139879086,2.325873194,0,4.79,4.93,19,6.333333333,4.14,5.55,5.21,NaN,NaN,NaN,NaN,NaN
NAVIGATOR,0.691176471,0.140096618,0.861003861,9,4,2.139879086,1.826074803,2.247148443,0,9.84,3.9,13,4.173913043,5.34,5.45,6.37,NaN,NaN,NaN,NaN,NaN
NECK,0.715686275,0.755656109,0.317535545,4,1,3.482301767,3.292699003,2.575829304,6,3,5,19,6.12,4.86,5.37,5.17,NaN,NaN,NaN,NaN,NaN
NECKLACE,0.764705882,0.924418605,0.019736842,8,2,2.697229343,2.447158031,2.347913131,0,5,4.96,12,5.821428571,5.05,6.3,5.64,6.620689655,6,2.454545455,1.53125,2.633333333
NEEDLE,0.931034483,1,0.043478261,6,2,2.784617293,2.636487896,2.313362761,0,5.32,4.93,8,5.739130435,6.05,3.83,5.12,6.068965517,5.448275862,2.878787879,3.71875,4.533333333
NEPHEW,0.703703704,0.166666667,0.908256881,6,2,2.92788341,2.677606953,2.253771823,0,6.37,4.48,11,5.16,4.49,6.33,5.94,NaN,NaN,NaN,NaN,NaN
NEPTUNE,0.781818182,0.058252427,0.168224299,7,2,2.136720567,1.698970004,NaN,0,NaN,NaN,NaN,NaN,5.1,5.94,NaN,NaN,NaN,NaN,NaN,NaN
NERVE,0.537037037,0.933884298,0.402877698,5,1,3.068927612,2.921686475,2.311773097,3,9.67,3.89,24,3.458333333,5.93,4.53,5.42,NaN,NaN,NaN,NaN,NaN
NEST,0.68852459,0.900900901,0.082608696,4,1,2.753583059,2.565847819,2.332802059,14,5.11,4.86,NaN,NaN,3.58,5.63,5.5,NaN,NaN,NaN,NaN,NaN
NET,0.68,0.7239819,0.018018018,3,1,2.899820502,2.733999287,2.274881432,18,7,4.53,14,5.208333333,4.93,5.18,4.61,NaN,NaN,NaN,NaN,NaN
NEUTRON,0.695652174,0.941747573,0.16,7,2,1.806179974,1.397940009,2.343096734,0,11.43,2.69,11,NaN,5.06,5.41,4.78,NaN,NaN,NaN,NaN,NaN
NEWSPAPER,0.614035088,0.802919708,0.025,9,3,3.082426301,2.876794976,2.575829304,0,5.78,4.82,23,5.76,4.7,5.49,5.05,5.793103448,5.21875,2.571428571,1.482758621,2.828571429
NEWSSTAND,0.706422018,0.121621622,0.055555556,9,2,1.73239376,1.633468456,2.015163405,0,9.74,4.71,7,5.458333333,4.74,5.33,5.05,NaN,NaN,NaN,NaN,NaN
NICKEL,0.639175258,0.974093264,0.026455026,6,2,2.635483747,2.530199698,2.345530971,2,5.75,4.79,10,5.814814815,4.79,5.77,5,NaN,NaN,NaN,NaN,NaN
NICOTINE,0.763636364,0.932885906,0.063829787,8,3,1.944482672,1.672097858,2.180461078,0,10.22,4.1,7,3.653846154,5.79,3.08,3.58,NaN,NaN,NaN,NaN,NaN
NIECE,0.684210526,0.113924051,0.909090909,5,1,2.687528961,2.440909082,2.205130564,1,7,4.28,9,4.041666667,4.46,6.38,5.36,NaN,NaN,NaN,NaN,NaN
NIGHTGOWN,0.7,0.594405594,0.064,9,2,2.004321374,1.897627091,2.062947178,0,5.78,4.9,16,5.92,4.31,5.81,5.67,5.689655172,3.90625,1.75,1.310344828,2.371428571
NITROGEN,0.711111111,0.874172185,0.025,8,3,1.792391689,1.662757832,2.325873194,0,10.72,3.41,13,NaN,5.2,5.04,4.82,NaN,NaN,NaN,NaN,NaN
NOMAD,0.627118644,0.162790698,0.935828877,5,2,1.447158031,1.079181246,1.958809205,0,11.12,4.1,18,4,5.14,5.2,5.3,NaN,NaN,NaN,NaN,NaN
NOOSE,0.833333333,0.789473684,0.028985507,5,1,2.049218023,1.954242509,1.863757481,5,8.28,4.52,NaN,4.708333333,6.87,2.63,3.99,NaN,NaN,NaN,NaN,NaN
NOSE,0.72,0.951086957,0.325714286,4,1,3.551205944,3.32756326,2.241986936,13,2.95,4.89,15,6,4.65,5.35,4.61,NaN,NaN,NaN,NaN,NaN
NOTE,0.689320388,0.965250965,0.004385965,4,1,3.436480695,3.21031852,2.442564255,13,6.4,4.61,16,5.434782609,4.59,5.62,5.28,NaN,NaN,NaN,NaN,NaN
NOTEBOOK,0.691666667,0.87854251,0.020304569,8,2,2.372912003,2.093421685,2.575829304,0,6.37,4.92,15,NaN,4.42,5.79,6.12,NaN,NaN,NaN,NaN,NaN
NOVEL,0.743243243,0.897435897,0.017647059,5,2,2.710963119,2.474216264,2.436808643,3,9.5,4.21,7,5.4,4.39,6.45,5.09,NaN,NaN,NaN,NaN,NaN
NUCLEUS,0.762711864,0.9453125,0.287769784,7,3,1.662757832,1.447158031,2.236044792,0,11.4,3.48,NaN,NaN,4.88,5.47,4.32,NaN,NaN,NaN,NaN,NaN
NUN,0.8,0.127118644,0.951388889,3,1,2.551449998,2.245512668,2.011978322,13,8.39,4.92,15,4.666666667,3.68,5.18,4.53,NaN,NaN,NaN,NaN,NaN
NURSE,0.875,0.147058824,0.887323944,5,1,3.36078269,3.041392685,2.575829304,4,5.84,4.39,10,5.130434783,5.2,6.14,5.58,NaN,NaN,NaN,NaN,NaN
NURSERY,0.695652174,0.134146341,0.101694915,7,3,2.318063335,2.146128036,2.436521977,1,6.95,4.48,NaN,4.875,4.08,6.09,4.89,3.103448276,3.4375,2.285714286,1.310344828,2.771428571
NUT,0.672727273,0.983870968,0.23853211,3,1,2.902002891,2.741939078,2.333695909,14,5.21,4.52,14,5.555555556,4.73,5.78,4.56,NaN,NaN,NaN,NaN,NaN
OAR,0.75308642,0.339181287,0.034482759,3,1,1.633468456,1.491361694,1.934566793,15,5.83,4.84,NaN,5.307692308,4.29,5.4,6.38,NaN,NaN,NaN,NaN,NaN
OATMEAL,0.689320388,0.934615385,0.067567568,7,2,2.230448921,2.096910013,2.231748664,0,4.5,4.93,NaN,NaN,3.75,5.88,5.65,NaN,NaN,NaN,NaN,NaN
OATS,0.569767442,0.961538462,0.204651163,4,1,2.025305865,1.857332496,2.340608636,19,7.4899,4.78,17,NaN,3.87,5.9,NaN,NaN,NaN,NaN,NaN,NaN
OBOE,0.821052632,0.459330144,0.052023121,4,2,1.278753601,1,1.287605822,1,10.78,4.43,14,NaN,4.36,5.42,NaN,NaN,NaN,NaN,NaN,NaN
OCEAN,0.725925926,0.065068493,0.234323432,5,2,3.18920949,2.936010796,2.339766982,0,4.74,4.86,17,5.217391304,3.36,7.06,5.88,NaN,NaN,NaN,NaN,NaN
OCTOPUS,0.727272727,0.15942029,0.928838951,7,3,2,1.812913357,2.116942762,0,6.26,5,11,NaN,5.66,5.17,5.76,NaN,NaN,NaN,NaN,NaN
OFFICE,0.717647059,0.101010101,0.063829787,6,2,4.017033339,3.599446376,2.317505884,0,6.68,4.93,18,4.083333333,4.95,4.94,5.16,2.586206897,3.59375,2.928571429,1.344827586,2.571428571
OFFICER,0.718309859,0.083333333,0.948275862,7,3,3.721480855,3.306853749,2.433887042,1,6.5,4.8,13,4.074074074,6.44,4.79,4.41,NaN,NaN,NaN,NaN,NaN
OINTMENT,0.629032258,0.943089431,0,8,2,1.924279286,1.806179974,2.426999558,0,7.9,4.5,20,5.869565217,4.77,4.68,5,NaN,NaN,NaN,NaN,NaN
OLIVE,0.611570248,0.967857143,0.394849785,5,2,2.575187845,2.264817823,2.575829304,2,6.68,4.9,17,6.173913043,4.52,5.39,5.18,NaN,NaN,NaN,NaN,NaN
OMELET,0.822222222,0.858695652,0.043478261,6,2,2.086359831,1.929418926,1.58743661,0,6.5,4.93,NaN,5.6,4.61,6.37,6.35,NaN,NaN,NaN,NaN,NaN
ONION,0.711864407,0.969924812,0.422018349,5,2,2.336459734,2.184691431,2.23904388,3,6.05,4.86,15,5.476190476,4.98,5.21,4.78,NaN,NaN,NaN,NaN,NaN
