wid,practice,presentation_times,first_seen,first_word,second_word,response_type,choice,choice_rt,typing_rt,word,response,response_rt
w540abdd,False,"[1595.2999999988824, 1402.0]",left,deck,zebra,correct,right,2997.2999999988824,4115.299999998882,zebra,zebra,4998.799999998882
w540abdd,False,[1584.0],left,face,concert,correct,left,1584.0,2133.7999999988824,face,face,2616.39999999851
w540abdd,False,[1239.0],left,antler,tool,correct,left,1239.0,1721.5999999996275,antler,antler,2595.0
w540abdd,False,[1846.4000000003725],left,sphinx,microscope,correct,left,1846.4000000003725,2292.7000000011176,sphinx,sphinx,4436.10000000149
w540abdd,False,[1375.0999999996275],left,bible,cannon,correct,left,1375.0999999996275,1687.5,bible,bible,2373.0
w540abdd,False,[1056.9000000003725],left,grasshopper,stake,correct,left,1056.9000000003725,1471.300000000745,grasshopper,grasshopper,2886.2000000011176
w540abdd,False,"[1651.2000000011176, 1360.5]",left,stool,lapel,correct,right,3011.7000000011176,3432.5,lapel,lapel,4180.800000000745
w540abdd,False,[1162.2000000011176],left,fur,runner,correct,left,1162.2000000011176,1599.2000000011176,fur,fur,2042.300000000745
w540abdd,False,[1362.4000000003725],left,deputy,blackboard,correct,left,1362.4000000003725,1995.0,deputy,deupty,2919.9000000003725
wb24bc9b,True,"[621.6999999880791, 790.1999999880791, 14612.300000011921, 337.39999997615814, 402.69999998807907, 9502.100000023842, 504.10000002384186]",left,patrol,ladder,correct,left,26770.5,27882.0,patrol,patrol,28886.299999952316
wb24bc9b,False,[2133.100000023842],right,delinquent,motor,correct,right,2133.100000023842,4000.899999976158,delinquent,deliquent,6654.0
wb24bc9b,False,[2039.3999999761581],right,hand,veteran,correct,right,2039.3999999761581,2803.399999976158,hand,hand,3261.300000011921
wb24bc9b,False,[2197.399999976158],left,pawn,ruler,correct,left,2197.399999976158,2882.100000023842,pawn,pawn,3702.399999976158
wb24bc9b,False,[1778.3999999761581],left,nicotine,television,correct,left,1778.3999999761581,2461.0,nicotine,nicotine,3908.800000011921
wb24bc9b,False,[2638.699999988079],right,stew,bay,correct,right,2638.699999988079,3198.399999976158,stew,stew,3963.5
wb24bc9b,False,[1361.1000000238419],right,flea,city,correct,right,1361.1000000238419,2032.6000000238419,flea,flea,2710.899999976158
wb24bc9b,False,[1190.2999999523163],right,florida,whiskers,correct,right,1190.2999999523163,1712.0999999642372,florida,florida,4340.299999952316
wb24bc9b,False,[1644.0],right,wife,inn,correct,right,1644.0,2281.5,wife,wife,2701.699999988079
wb24bc9b,False,[1203.199999988079],right,penny,berry,correct,right,1203.199999988079,1963.5,penny,penny,2578.099999964237
wb24bc9b,False,[1659.800000011921],right,paris,sprinkle,correct,right,1659.800000011921,2012.699999988079,paris,paris,3196.0
wb24bc9b,False,[1390.699999988079],right,drawing,crab,correct,right,1390.699999988079,1759.6000000238419,drawing,drawing,3505.899999976158
wb24bc9b,False,[1042.1000000238419],right,scapegoat,chocolate,correct,right,1042.1000000238419,1643.1000000238419,scapegoat,scapegoat,3019.900000035763
wb24bc9b,False,"[1900.5, 1310.5999999642372]",right,crook,chain,correct,left,3211.099999964237,3815.0,chain,chain,4392.099999964237
wb24bc9b,False,"[1372.0, 1973.8999999761581]",right,capital,termite,correct,left,3345.899999976158,3989.599999964237,termite,termite,5550.0
wb24bc9b,False,[1236.1000000238419],right,knot,waiter,correct,right,1236.1000000238419,2139.0,knot,knot,3163.400000035763
wb24bc9b,False,[1312.0999999642372],right,scroll,witness,correct,right,1312.0999999642372,1746.0,scroll,scroll,2933.300000011921
wb24bc9b,False,[1518.1000000238419],right,lizard,elm,correct,right,1518.1000000238419,2021.5,lizard,lizard,3357.400000035763
wb24bc9b,False,[1450.300000011921],right,potato,mouth,correct,right,1450.300000011921,1948.0,potato,potato,2886.5
wb24bc9b,False,"[853.3000000119209, 1457.8999999761581]",right,banker,tiger,correct,left,2311.199999988079,2688.900000035763,tiger,tiger,3289.300000011921
w968ca11,True,"[7647.774999961257, 3583.1400000024587, 885.899999877438, 1447.785000083968]",left,chip,trout,correct,left,13564.599999925122,14313.319999957457,chip,chip,18955.04999998957
w968ca11,False,"[2020.9150000009686, 2176.410000072792]",left,hood,pig,intrusion,left,4197.325000073761,4580.755000002682,hood,root,11415.865000104532
w968ca11,False,[2143.750000046566],left,balloon,lip,correct,left,2143.750000046566,3339.464999968186,balloon,balloon,4216.389999957755
w968ca11,False,[10290.47999996692],left,bulb,jelly,correct,left,10290.47999996692,10639.849999919534,bulb,bulb,11148.444999940693
w968ca11,False,[1324.955000076443],right,goose,page,timeout,left,1324.955000076443,1634.885000064969,,,
w968ca11,False,[10376.135000027716],right,mule,hoe,intrusion,left,10376.135000027716,10687.24499992095,hoe,mule,11489.994999952614
w968ca11,False,[],,,,intrusion,left,,,nightgown,bomb,
w968ca11,False,[2717.5249999854714],right,staple,pony,intrusion,left,2717.5249999854714,5035.6999998912215,pony,staple,6120.304999873042
w968ca11,False,[3078.5649998579174],left,anchor,patient,timeout,left,3078.5649998579174,,,,
w968ca11,False,"[562.7800000365824, 12590.079999994487]",right,rice,castle,correct,left,13152.860000031069,13436.149999964982,castle,castle,13939.969999948516
w968ca11,False,[1351.5900000929832],left,root,lawyer,correct,left,1351.5900000929832,1732.0100001525134,root,root,3418.4750001877546
w968ca11,False,[1488.0049999337643],left,villain,trigger,correct,left,1488.0049999337643,1684.679999947548,villain,villain,2404.5949999708682
w968ca11,False,[1544.7249999269843],left,bowl,volleyball,correct,left,1544.7249999269843,1930.9900000225753,bowl,bowl,2348.7799998838454
w968ca11,False,[1432.5399999506772],left,waist,universe,correct,left,1432.5399999506772,1745.494999922812,waist,waist,2711.5950000006706
w968ca11,False,"[969.4799999706447, 2281.8950000219047]",right,butter,country,intrusion,left,3251.3749999925494,3486.3050000276417,country,castle,4087.3999998439103
w968ca11,False,[1279.8550000879914],left,ballerina,spice,correct,left,1279.8550000879914,1622.4499999079853,ballerina,ballerina,2423.579999944195
w968ca11,False,[7170.524999964982],left,butler,nurse,correct,left,7170.524999964982,7353.194999974221,butler,butler,7957.234999863431
w968ca11,False,[1196.6999999713153],left,editor,bomb,correct,left,1196.6999999713153,1371.724999975413,editor,editor,2136.0949999652803
w968ca11,False,[2772.690000012517],left,grass,pelt,intrusion,left,2772.690000012517,3103.7800000049174,grass,nurse,3617.5299999304116
w968ca11,False,[1562.7049999311566],left,aunt,radio,correct,left,1562.7049999311566,1818.4450000990182,aunt,aunt,2323.8750000018626
wb93d0d4,True,"[1070.3999999761581, 1688.0]",left,boss,basement,correct,right,2758.399999976158,4086.399999976158,basement,basement,5774.399999976158
wb93d0d4,False,"[870.8999999761581, 1823.9000000059605]",right,painting,leader,empty,left,2694.7999999821186,4414.799999982119,leader,,4414.899999976158
wb93d0d4,False,"[903.0999999940395, 720.0999999940395, 1264.4000000059605]",right,shortcake,button,correct,left,2887.5999999940395,5719.199999988079,button,button,10831.09999999404
wb93d0d4,False,"[878.9000000059605, 1880.0999999940395]",right,web,virus,correct,left,2759.0,3806.7000000178814,virus,virus,5198.9000000059605
wb93d0d4,False,"[895.5, 1016.0, 2712.4000000059605]",left,syrup,ambulance,intrusion,left,4623.9000000059605,5711.799999982119,syrup,closet,7223.4000000059605
wb93d0d4,False,"[679.5999999940395, 1144.0, 2984.0]",left,radio,softball,intrusion,left,4807.5999999940395,5607.899999976158,radio,closet,6775.5
wb93d0d4,False,"[823.5, 2904.0999999940395]",left,barrel,pendulum,correct,right,3727.5999999940395,4927.399999976158,pendulum,pendulum,7663.699999988079
wb93d0d4,False,"[751.4000000059605, 1376.2000000178814]",right,perfume,pupil,correct,left,2127.600000023842,3087.5,pupil,pupil,5039.600000023842
wb93d0d4,False,"[959.1000000238419, 1199.8999999761581]",left,fingernail,string,correct,right,2159.0,3087.0,string,string,4847.100000023842
wb93d0d4,False,"[823.5999999940395, 2168.4000000059605]",right,coach,shark,correct,right,2992.0,4063.5,coach,coach,5271.5999999940395
wb93d0d4,False,"[1351.4000000059605, 1680.0999999940395]",right,can,wall,correct,left,3031.5,3887.5,wall,wall,5647.4000000059605
wb93d0d4,False,"[1327.4000000059605, 824.0999999940395, 2528.4000000059605]",right,waterfall,ankle,intrusion,left,4679.9000000059605,5663.4000000059605,ankle,closet,10911.40000000596
wb93d0d4,False,"[823.4000000059605, 1936.4000000059605]",right,chauffeur,bag,correct,left,2759.800000011921,3711.4000000059605,bag,bag,4383.300000011921
wb93d0d4,False,"[863.5999999940395, 2256.0]",right,couch,course,correct,left,3119.5999999940395,3551.5999999940395,course,course,5471.5
wb93d0d4,False,"[863.0999999940395, 1360.0999999940395]",right,rider,wand,correct,left,2223.199999988079,2871.0999999940395,wand,wand,5415.0999999940395
wb93d0d4,False,"[863.2999999821186, 632.2000000178814, 239.7999999821186]",right,cellar,closet,correct,right,1735.2999999821186,2735.7999999821186,cellar,cellar,3887.5
wb93d0d4,False,"[871.4000000059605, 1575.9000000059605]",right,cupboard,author,correct,left,2447.300000011921,3767.300000011921,author,author,4863.5999999940395
wb93d0d4,False,"[1111.800000011921, 535.5999999940395, 368.09999999403954]",right,man,dancer,correct,left,2015.5,4503.4000000059605,dancer,dancer,5439.300000011921
wb93d0d4,False,"[727.5, 583.9000000059605, 335.90000000596046]",right,bedroom,pimple,correct,right,1647.300000011921,2591.4000000059605,bedroom,bedroom,4199.5
wb93d0d4,False,"[855.5, 1296.0]",right,office,tourist,correct,left,2151.5,3207.5999999940395,tourist,tourist,5031.699999988079
w616cc3b,True,"[1937.1000003814697, 2485.699999809265, 5205.699999809265, 1743.9000005722046, 1860.5999994277954, 543.9000005722046, 6308.800000190735]",left,stereo,kleenex,correct,left,20085.70000076294,20763.60000038147,stereo,stereo,23873.20000076294
w616cc3b,False,"[4957.699999809265, 2198.1000003814697]",left,thread,bracelet,correct,left,7155.800000190735,8030.89999961853,thread,thread,9408.699999809265
w616cc3b,False,[1940.0999994277954],left,sap,spider,correct,left,1940.0999994277954,3400.0,sap,sap,4045.3999996185303
w616cc3b,False,"[1184.5999994277954, 1789.5]",left,cape,flesh,correct,right,2974.0999994277954,3918.5999994277954,flesh,flesh,5456.199999809265
w616cc3b,False,[1944.8000001907349],left,deputy,earring,correct,left,1944.8000001907349,2321.2000007629395,deputy,deputy,3469.2000007629395
w616cc3b,False,[1674.5999994277954],left,gum,miner,correct,left,1674.5999994277954,2306.0,gum,gum,3093.0999994277954
w616cc3b,False,[1569.1999998092651],left,lock,tote,correct,left,1569.1999998092651,3735.699999809265,lock,lock,4349.199999809265
w616cc3b,False,[1414.4000005722046],left,trash,coffee,correct,left,1414.4000005722046,1963.6000003814697,trash,trash,2890.0
w616cc3b,False,[1451.1999998092651],left,sun,daisy,correct,left,1451.1999998092651,1782.5,sun,sun,2339.300000190735
w616cc3b,False,[1601.5999994277954],left,folder,eraser,correct,left,1601.5999994277954,2394.7999992370605,folder,folder,3386.7999992370605
w616cc3b,False,"[1009.3000001907349, 1671.5999994277954]",left,associate,basket,correct,right,2680.8999996185303,3545.8999996185303,basket,basket,4385.199999809265
w616cc3b,False,[1425.2999992370605],left,bread,cactus,correct,left,1425.2999992370605,1975.8999996185303,bread,bread,2758.5
w616cc3b,False,[1732.9000005722046],left,banana,mouse,correct,left,1732.9000005722046,2063.800000190735,banana,banana,3134.7000007629395
w616cc3b,False,"[1115.3999996185303, 2199.6000003814697]",left,director,toilet,correct,right,3315.0,4124.199999809265,toilet,toilet,5350.199999809265
w616cc3b,False,[1483.6999998092651],left,rebel,tongue,correct,left,1483.6999998092651,2078.300000190735,rebel,rebel,2922.0
w616cc3b,False,[1546.0],left,heel,poet,correct,left,1546.0,2235.4000005722046,heel,heel,2977.9000005722046
w616cc3b,False,"[1731.1000003814697, 605.8999996185303]",left,pedestrian,athlete,correct,right,2337.0,3582.800000190735,athlete,athlete,5042.800000190735
w616cc3b,False,[1502.6000003814697],left,haystack,gallon,correct,left,1502.6000003814697,1779.1000003814697,haystack,haystack,3646.800000190735
w616cc3b,False,[1309.9000005722046],left,arm,bridge,correct,left,1309.9000005722046,1660.9000005722046,arm,arm,2294.2000007629395
w616cc3b,False,[2487.0999994277954],left,cooler,country,correct,left,2487.0999994277954,2791.699999809265,cooler,cooler,3535.0999994277954
weface1b,True,"[621.9000000059605, 704.6999999955297, 1279.8000000044703, 646.6999999955297, 769.8999999985099, 1053.6000000014901]",left,airplane,professor,correct,right,5076.60000000149,6855.20000000298,professor,professor,7754.9000000059605
weface1b,False,"[424.20000000298023, 614.5999999940395, 1833.3000000044703]",left,skin,twine,correct,left,2872.10000000149,3568.2999999970198,skin,skin,4408.20000000298
weface1b,False,"[710.8999999985099, 455.70000000298023, 992.2999999970198, 752.1000000014901]",right,cannon,head,correct,left,2911.0,3734.8000000044703,head,head,4498.20000000298
weface1b,False,"[566.6000000014901, 376.20000000298023, 823.7999999970198]",left,fox,poison,correct,left,1766.6000000014901,2270.0,fox,fox,2575.8000000044703
weface1b,False,"[551.2999999970198, 320.1000000014901, 1424.2999999970198]",left,shark,meteor,correct,left,2295.6999999955297,3831.5,shark,shark,4271.60000000149
weface1b,False,"[399.1000000014901, 504.1000000014901, 1488.8999999985099]",left,skyscraper,document,correct,left,2392.10000000149,2807.39999999851,skyscraper,skyscraper,4262.20000000298
weface1b,False,"[671.1000000014901, 440.1000000014901, 816.1000000014901]",left,ghetto,contract,correct,left,1927.3000000044703,2311.8000000044703,ghetto,ghetto,3014.7000000029802
weface1b,False,"[535.5, 2079.3000000044703]",left,monument,thumb,correct,right,2614.8000000044703,3269.89999999851,thumb,thumb,3942.60000000149
weface1b,False,"[455.40000000596046, 1558.7999999970198]",left,scientist,lady,correct,right,2014.2000000029802,2703.7000000029802,lady,lady,3167.60000000149
weface1b,False,"[414.1000000014901, 680.1000000014901, 351.69999999552965, 688.6000000014901]",left,bush,back,correct,right,2134.5,2566.60000000149,back,back,3006.3000000044703
weface1b,False,"[1327.6999999955297, 935.8999999985099, 776.4000000059605]",left,rug,tide,correct,left,3040.0,3424.1999999955297,rug,rug,3701.6999999955297
weface1b,False,"[382.6000000014901, 1727.6000000014901]",left,cougar,ashtray,correct,right,2110.2000000029802,2381.60000000149,ashtray,ashtray,3278.8000000044703
weface1b,False,"[479.1000000014901, 967.8999999985099, 1072.3999999985099]",left,florida,handkerchief,correct,left,2519.39999999851,2895.2999999970198,florida,florida,3832.2999999970198
weface1b,False,"[399.6000000014901, 1487.0]",left,envelope,beer,correct,right,1886.6000000014901,2238.4000000059605,beer,beer,3110.4000000059605
weface1b,False,"[447.5, 2304.8000000044703]",left,conductor,article,correct,right,2752.3000000044703,3240.3000000044703,article,article,4342.0
weface1b,False,"[517.5, 904.2999999970198, 1160.6000000014901]",left,curtain,diver,correct,left,2582.39999999851,2933.5,curtain,curtain,3830.39999999851
weface1b,False,"[374.3999999985099, 1520.5]",left,letter,candy,correct,right,1894.8999999985099,2486.39999999851,candy,candy,3711.2999999970198
weface1b,False,"[430.5, 448.6000000014901, 968.5]",left,tutu,tablet,correct,left,1847.6000000014901,2494.7000000029802,tutu,tutu,3383.89999999851
weface1b,False,"[854.8000000044703, 680.1999999955297, 767.8000000044703]",left,hiker,ribbon,correct,left,2302.8000000044703,2613.9000000059605,hiker,hiker,3303.0
weface1b,False,"[398.20000000298023, 2336.1999999955297]",left,neutron,asteroid,correct,right,2734.39999999851,2925.39999999851,asteroid,asteroid,3950.2000000029802
wdb2ba75,True,"[612.1000000089407, 3960.2999999970198, 1247.9000000059605, 2168.0999999940395, 714.2999999970198]",left,kid,shack,correct,left,8702.70000000298,9331.40000000596,kid,kid,10031.40000000596
wdb2ba75,False,"[741.3000000119209, 4385.399999991059]",left,reef,article,correct,right,5126.70000000298,5347.300000011921,article,article,6189.70000000298
wdb2ba75,False,"[611.0, 626.4000000059605, 1547.2000000029802]",left,universe,drill,correct,left,2784.6000000089407,3240.5,universe,universe,4018.9000000059605
wdb2ba75,False,"[623.1000000089407, 1945.5999999940395]",left,binder,parent,correct,right,2568.7000000029802,3015.4000000059605,parent,parent,3503.6000000089407
wdb2ba75,False,"[786.3999999910593, 1207.2000000029802]",left,saucer,pope,correct,right,1993.5999999940395,2443.5,pope,pope,2919.0
wdb2ba75,False,"[655.2000000029802, 424.20000000298023, 1006.2000000029802]",left,dice,brother,correct,left,2085.6000000089407,2619.6000000089407,dice,dice,3067.7000000029802
wdb2ba75,False,"[524.1000000089407, 410.29999999701977, 1217.7999999970198]",left,miner,spouse,correct,left,2152.2000000029802,3225.1000000089407,miner,miner,3692.4000000059605
wdb2ba75,False,"[562.0, 375.70000000298023, 396.09999999403954]",left,bark,boulder,correct,left,1333.7999999970198,1875.4000000059605,bark,bark,2381.7999999970198
wdb2ba75,False,"[509.5, 522.3000000119209, 463.59999999403954]",left,oatmeal,cabbage,correct,left,1495.4000000059605,1939.1000000089407,oatmeal,oatmeal,2868.9000000059605
wdb2ba75,False,"[416.90000000596046, 1208.5999999940395, 1703.800000011921]",left,dish,pumpkin,other,left,3329.300000011921,3895.7000000029802,dish,uncle,6972.70000000298
wdb2ba75,False,"[567.8999999910593, 363.90000000596046, 632.7000000029802]",left,baby,continent,correct,left,1564.5,1953.699999988079,baby,baby,2396.8999999910593
wdb2ba75,False,"[461.6000000089407, 420.69999998807907, 556.8000000119209]",left,street,goblin,correct,left,1439.1000000089407,1849.4000000059605,street,street,2668.0
wdb2ba75,False,"[369.40000000596046, 1303.9000000059605]",left,emperor,jar,intrusion,left,1673.300000011921,2424.5,emperor,dar,7000.100000008941
