wid,Q0,Q1,Q2,Q3
w51a5283,In the last one they were a little confusing but I figured it out,,,
we2387a0,The instructions were straightforward enough.,The interface was fair enough to use.,None,None
w99f2104,"No, very clear.",Not at all difficult.,no.,very interesting exercise
weda9c58,It was just a little,No it was fine,No,
wc866f68,No,No,No,
wa299c12,Very easy - got a little mixed up with the d/f j/k keys ,No,No,My memory sucks! :)
w186a7c3,,,,
wb2920fa,No,No,no,nope
wc15bff6,"No the instructions were mostly concise, I was able to understand them one read about twice.",No it was easy to use.,No technical problems,
w22e2ee0,no,no,no,
w049da27,YES,NO,NO,NO
w66d5d22,,,,
w4d9eae1,no!,Not at all!,No.,This was super fun!
w4258435,,,,
we732663,,,,
w3394b85,the last set was confusing,the last one yes,no,no
w6ad1809,The instructions were nice and clear and I understood everything I was being told to do.,Not at all it was nice and simple to understand what was going on.,"No, I had no technical difficulties.",
w9b172b6,No.,No.,No.,N/A.
w31c4434,Definitely,Maximum,Yes,"No, thanks. "
w28b28bb,"I had to read through them a couple times to understand, but all in all pretty straight-forward!",not at all,no.,I had fun doing this quiz!
w02a5f64,no,the last test was a little hard to remember while also being timed,no,
w7b5eab9,"A little hard to understand, but easy once you get how to complete.",Not at all,,
we7b42b9,it was a lot of images and the single word almost had nothing to do with the image,no,no,"fun little test, but would have liked it better if the words were more relatable "
wb343400,Yes,Yes,Yes,"No, thanks. "
wf00b9f0,,,,
w9692e21,They were okay. ,No,no,no
w499b12b,"a little confusing, but after practicing it was easy",no,no,fun!
w4a38437,No ,No,No,I love this study
wf04b229,not at all,sometimes,no,this was harder than expected
w3ba7de0,They seem confusing but they're really not,No,No,N/A
w907b4f9,"The instructions for the very last 'game' seemed confusing at first, but made sense during the practice round.",No.,No.,"I can't explain it, but I LOOOOVED the 'celery' image on top of the car in the parking garage. Is it at all possible to have that one particular image/word combo emailed to me? I just found it enjoyable. Thank you very much for your consideration."
wf75995f,,,,
wae2182b,no,no,no,
we4e4ceb,"No, the instructions were clear.",No.,No technical problems.,
wf1aff38,No,No,No,No
wb18a1a8,no,no,no,
wbf4a366,No,No,No,No
wc6e79a0,"No, very clear instructions.","Very simple to use.  The last part could be a bit confusing if you're trying to go fast, but I assume that was considered/part of the study.",None,This was fun.
wbd5399a,No the instructions were just fine.,Not difficult but when choosing between 2 pictures I would say can be a little confusing at first.,no problems.,none
w27a8a64,No,No,No,I like to do  this study. I want to get more such studies in the future. Thanks.
w67ccea0,The last bit was a bit confusing but it was alright.,"Some times at the last part of the survey, it is possible for the participate to accidentally press the ""D"" or ""F"" keys before pressing either of the ""J"" or ""K"" keys without getting to see either picture.",,
wa7a7de4,No,No,No,Thank you
w154025d,no,no,no,
w5f4fd79,No,No,No,N/A
waa3ef40,No,No,No,No
wba9c3be,no,no,no,
w83e9359,no,no,no,no
w7215069,The instructions were very clear.,Not difficult to use. The last round was more difficult to remember how to use. ,No,
wcb62e35,,,,
wd9d0772,No,No,No,None
w27e467e,The last part was confusing,no,no,no
wc06c710,no,no,no,no
wedd0349,The instructions were easy to understand.,"No, it was not difficult to use the interface.",I did not experience any technical problems.,
w70054ae,No,No,No,no
w640a808,No,No,No,I miss several bc of spelling. 
w88298f0,Too long,No,No,No
w53fd46d,,,,
wa232b16,no,no,no,no
wa9f5954,,,Images did not display for the final part of the test where there were two images,
wdf8f356,,,,
w49d4826,The round with the two photos was a little confusing when I had to go between different letters.,,No,
we410a7f,,,,
w5e6405d,easy,got confused with the d/f and j/k buttons,no,
w318e3cb,no,no,no,Challenging but fun
w1c03788,Nope,Nope,Nope,
w0e9993e,no,no,no,no
w300ed6d,,,,
w99eed8b,no,no,no,this was fun
wc50f160,no,the last part did not have an area for me to enter names of the pictures ,see above,need longer than 5 seconds for math problems
wed8bbf4,No,No,No,Interesting study.
w0014e46,Yes,No,No,No thanks
w55a46a3,no,not at all,no,this was a fun activity!
w5a6b6e6,"The last seemed confusing but once you try it, it makes sense. ",Nope.  ,No.,That was a fun study.  I'm glad I decided to participate. 
w6a553a9,Nope,The last part was a bit difficult to use. Trying to remember which letters is for what box. ,Nope.,
w3b417e1,No,No,No,The study was fun.
w635fbf0,"too long, but rewarding",no,no,no
w84de61f,No,"The last round was a little difficult having to navigate between using ""J"" and ""K"" and then ""D"" and ""F"" - only to then have to type with the timer.",No,No
wbd81447,"The last set of instructions were a little more confusing, as I mixed up ""df"" functions with ""jk"" functions during the trial and first round. I hit ""d"" thinking it would perform the ""j"" function, then I wasn't able to see the images or reset the trial.",No,No,No
w080bb37,not at all,no,yes one or two images,it tooo haArd
w2a0f8a3,Confusing,Yes,,
w300bc33,no,no,nope,n/a
w74babe8,The final part was slightly confusing.,no,no,no
w2e5bd51,no they were very easy to understand and explained everything perfectly.,no it wasn't too difficult to follow the final test did get confusing with all the buttons to press but I still got the hang of it on the end.,no technical problems at all.,it was a very fun test I enjoyed getting my memory tested
w1c13055,"No, the instructions were not confusing.","No, the interface was not difficult to use.",There were no technical problems during my survey.,Very interesting to see how memory works!
wafcff16,,,,
wec06936,Not at all.,Not at all.,Not at all.,No comments. 
w0c3a1d7,No they were not.,Not at all.,None,None
w62587f8,no,no,no,the study is underpaying for that time
w6b68619,no,no,no,
w36c6c87,They were concise and easy to understand.,No.,No.,NA
w427af0d,"No, they were very clear, although it was hard for my brain to concentrate at the end portion",No,None at all,
w952a393,,,,
w5f06dee,"perfect, also perfect to ensure participants were following istructions",not at all,nope,na
w9082963,,,,
wa1bd11c,The instructions for the last part were confusing but made sense once it actually got started ,No,No,
w92ba9f5,The instructions were very clear.,not really.,no.,
w3e03649,"No, not at all.",No,No,No
w0d6c19c,no,no,no,
wdab5b90,no,no,no,no
w919bd38,I did not find the instructions hard.,No,I did not,
wb8fe083,,,,"i did not have any problems, i thought it was fun"
we1f4689,"Nope, they were very easy to understand","No, it was simple to use",,I enjoyed this survey very much!
w89baf0a,Very clear and I liked the practice rounds!,Not at all ,Only in the last section including D/F were the boxes not showing up with pictures they were only grey. ,Very engaging study
w69fd6f2,,,,
w5182e67,,,,
wd945ea0,No not at all ,No not at all ,Yes. On the final task no pictures were shown. It was just two gray boxes. ,
wa48d470,No,No,No,that was tricky!!! My biggest issue was that I am not very good at spelling. 
wed148db,,,,
w2edfa95,no,no,no,
we72f0d7,definitely too confusing,"d and f, j and k?  Of course it was difficult to use!",no,no
wfc669bc,"The first round, I wasn't clear on what was expected until I got to the part that I had to type the word.  Each section got easier to understand what was expected of me.",no,no,n/a
w4067b55,the last one a little bit. having a practice round was good,no,no,there should be a way to go back once you've selected an image and choose the other one for the last portion.
wafcbd16,clear and easy to understand,no,no,this was fun!
w182d039,no,,,
wed8b334,The instructions were clear. A bit long but still ok,No,No,
w10a8de2,Nope,nope,nope,thanks!
w5a1c6a3,"No, I didn't find the instructions to be confusing or too long.","No, I had no difficulties using the interfaces. I would suggest having the 'd' and 'f' keys reveal the images, and the 'j' and 'k' keys for inputting answers just because we read from left to right and it feels more intuitive to use the keys with that configuration.","No, I did not experience any technical difficulties.",
w0c82ab2,Understood but little hard,Typing skills,Not at all,Brilliant study wow
w0add5bf,they werent precise,no,no,no
wc75f23d,"On the task with multiple images, I think I could've used more practice rounds because I was confused by the keys for each one. I think it would've been better if I could just click one key to decide which image I would type the word in for.",No.,No.,No.
w0a6426d,the last exercise was a little more challenging.  I couldn't remember what letter that showed the picture and then what letter to choose for which side. ,,No,Thank you
w27f25b2,,,,
w3a849ed,"No, they were easy and straightforward. ",no,no,
w3152967,no,no,no,no
w4f182d0,"The last one felt like it could be confusing, but having a practice run made it clear on what to do",No,No,This was very fun
w8f3df8c,no they were simple,no,none,none
w31f786f,,,,
w820f6f5,Nope!,Nope!,Images slow to appear,
w780aaa6,,,,
w478ba6c,The JK and DF key concept was annoying and I often messed up,See previous,,
wd2ee7ad,nope,nope,nope,
wb70e9db,The instructions were perfectly fine,It was simple and easy to use,No,"In the last round I think I got the first few ones wrong because I capitalized the first letter.  Other than that, this was an interesting study and I'm glad to participate.  Thanks!"
w866013a,"The instructions for the final round took a minute for me to get. I was a couple pictures in before I understood, even after the practice round. ",no,no,fun!
w878a81a,a little but after the practice i understood,no,no,no
w717c6a7,no,no,yes - the last section it kept selecting the first image even when i had the second image selected with k,
wbd390ab,no! ,"no, I thought it was perfect! ",nope,
w2c4cd69,no,no,no,the first time showing images was too many images too fast and it made it very hard to concentrate on the words but maybe that was the point
wea31436,Not confusing at all,"A little, but not too bad after some time to adjust ",No,
w0e4845f,yes,yes,no,no
wf23ebc7,no,no,no,no
w07b401a,no,no,no,
w7a4bf58,no,no,some of the images did not display ,
wb695b5b,no,no,no,
w4828c6a,instructtions were fine,no,no,LESS PICS
wea679ad,no,no,no,
w073d5a6,the last test was,the last test was ,no,no
webdb0a6,They made sense,no,no,
wfe91e95,"No, the instructions were straightforward and easy to use.",Not at all difficult to use.,No technical problems.,This was enjoyable :)
wa9d2189,no,no,no,none
w215da03,no,no,no,
wb22b934,"No, it was fine.",No.,No.,
wb14063c,no,no,no,
w56189fe,No,No,No,"I think I got more of them right, it just says I was getting them wrong because I was capitalizing the first letter on each word"
w2ce2e06,no,no,no,no
w37780c0,"No, the instructions were clear and concise.","The last one where the keys of j,k and d,f were used was slightly hard",no,no
wc2fc371,,,,
w9634f74,No,No,No,
waa2e3ae,,,,
wf0c8952,,,,
wdf95181,"For the last part, it was a bit difficult to understand but the practice round cleared things up.",no,no,
wa9892d3,nope explained it well,nope very easy,nope,great job!
wdd05985,the third round was slightly confusing ,,,
w00fc76a,no not at all ,no not at all ,no ,
wf3707bb,no,no,no,none
w0c9952d,Easy to understand after getting to do the practice rounds. ,No. ,No. ,Fun experiment!
wf1023d7,The instructions were easy!,Not at all.,None,Thanks! This is one of my favorite surveys I've taken so far on this site! 
w1b1c5de,not really,no,no,my memory is terrible :/
w42d48ed,No,No,No,I could've gone for a little more practice on the final part
wacf251d,no,no,no,no
waaac194,"Yes, I think the instructions at the end (2 images shown at same time) were confusing with the key board instructions! The use of DF keys and JK keys were confusing, and probably should be narrowed down to just one pair of keys with a provided text box. Or instructions emphasized/repeated for keys. It took me a while to get used to at first for the last round!!",The use of JK and DF keys were confusing (mentioned above),"No, but I was confused with instructions for the last round (forgot what keys I had to use and what they did) and took me a few rounds to figure out!",
w727c926,no,no,no,
wdea177a,,,,
wf2f3ffe,"No, the instructions were very clear.",No.,No.,No.
w5199b32,N/A,N/A,N/A,N/A
w6f18917,,The last round was kinda weird and tricky with the keys,,
wabbc5ff,,,,
w716410c,no,no,no,"Thank you for giving me the survey. I am very please to work with you.
"
w3581011,no,no,no,timers is short
wfd3a64e,they were easy to understand,no,no,
web4df83,No,No,No,
wee2dc97,,,,
w4f31688,no,no,no,"Thank you for giving me the survey. I am very please to work with you.
"
wd5e2656,,,,
we188514,no,no,no,no
w5889181,The final instructions were clearer once I began!,No,No,
w3359618,no! easy to understand,no,no,
w8c9a128,no,no,no,This was pretty fun!
w0b7897b,no,no,no,"Thank you for giving me the survey. I am very please to work with you.
"
w063958a,no,no,no,no
wf197683,"Not confusing, easy to understand, not too long.","Not difficult, but not intuitive either.",No.,None.
wef58040,easy to understand,"the final test was difficult at the start, but was easier towards the end once i got in a rhythm",no ,"it was cool!
"
w973a960,Instructions were clear. ,No,No,
w7144b95,The instructions for the second part were a little confusing but got easier as the practice round went on. ,no,no,
w945afe1,They were concise,No,No,"I found this fun and challenging
"
wa3f3318,no,no,no,no
w7940154,nope,nope,noep,it was fun! thanks :)
wb4ffe41,,,,
wa2a6f5d,no ,no,no,no
w89b6bb0,,,,
w3ec81f8,"No, they were easily understood. ",No.,No.,This was fun and definitely felt like a fun memory game. I have a terrible memory but on the other rounds I felt way better about my memory than when I started. 
w161ac1d,,,,
w5696db2,Not at all,no,none,"that was fun, thanks!"
w5c4e376,no,no,no,
wbc7efa6,No,No,No,n/a
wf4e7f72,no,nope! I really enjoyed the interface,no,thank you!
w3624ca4,No not confusing.,"Yes, but only for the part of pressing the keys to reveal the image. It did not work neither images worked. Both the image on the left and right were just gray squares. ",Yes as stated above.,
wd7a33c6,,,,
w00ab4fa,"The instructions made sense, but it took some time to remember which key to use (J, K, D, or F) in the last part.",,,
w9ee544e,,,,
w3eb6544,no,no,no,no
wb142d20,I understood the instructions fine. ,no the study was easy to navigate. ,no.,
w515999f,nope,nope,nope ,nope
w5125490,Everything was clear.,Not difficult at all,No problems noted,No comments. Thanks!
wd552801,the instruction on the last part of the game,No,No,
w2fb51e7,no,no,no,
w0039585,No,No,No,
w4765026,Too long and confusing,Yes,yes,No
wf6694ad,,,,
w13a9257,,,,
w8552142,,,,
w8dc17bc,No,No,no,The only thing is that is was hard clicking back and forth between the keys of D and F and J and K because I am not use to that all at. But maybe that is apart of the study ?
w3154cc0,no,no,no,
wa09db36,,,,
w754be58,"no, instructions were good",nope,nope,nope
w3416e9b,The instructions were straightforward and easy to follow!,No,No technical problems,
wfce10bf,No.,No.,No.,It was an interesting study.
wf3a2170,They were fine,No,No,
wdec171d,"no, easy to understand",during the last part I couldn't remember the letter to press to answer the right image,none,this was fun!
w97f2d79,"The instructions were fine, clear and precise.","No, everything worked fine.","No, everything worked fine.","If I didn't have to press enter to submit, I would have gotten a few extra correct."
w43571c3,"No, the instructions were easy.",No,No,This was difficult the first time and got easier each time
w140d869,The instructions were very easy to understand.,The interface was very simple.,None,None
wa5b638b,not at all! they were short and very easy to understand. ,no. ,no.,this was quite enjoyable! I enjoyed trying to remember the pictures/words. 
webf5534,last quiz i couldnt remember how to type in the answers so i didn't answer any and had to wait for the entire section to finish ,a little ,couldnt find the textbox in the last quiz,
wff21714,No,no ,"yes part 3 I had zero images it was just a grey box, therefor I said coffin for every answer.",no
wba1b174,no,no,no,
wcd3a309,yes they were to hard to understand and it was too long,yes,no,
wb499e1f,The instructions on the last part were a little confusing.,No,I thought I did but then I realized I just wasn't pressing the right buttons so then I figured it out but missed quite a few on the beginning of the third part,
wf48072c,Hard to understand and a little long,no,no,"the last section, I forgot which buttons to press so I didn't do as well, maybe you should include a key guide"
w6b67e4f,"No, everything was clear",No,No,
w6f66cac,The last round was a little confusing at first.,no,no,no
we93d9c9,I thought the instructions were a little confusing for the last round. but i enjoyed that there was a practice test.,nope,nop,none
w5edf296,None,nope,no,
w67caa07,No,No,No,No
w8f3a6fe,Easy to understanding.,NO.,Nope.,Thanks 
wac32f26,a bit long and somewhat confusing for the last part- but I got the hang of it,no,no,no
wa8326ae,,,,
w8fbab16,"I was confused the first time by the wording of ""pairs."" For the first round I thought I was supposed to be memorizing the two words right after each other as a pair, not the pair of image/text",the j/k and d/f keyboard situation was a bit tricky to get used to,no,
w3a1ba8c,no,no,no,this was a very difficult and funny study
w050268c,no,no,no,no
wcfac353,No,No,No,This was fun!
w9829239,"The instructions were not confusing until the end. Even then, it is easy to get used to it by the end.",Nope.,No.,No.
we0999d4,no,no,no,
wbfbe5f6,"Only slightly confusing when it got to pressing ""j"" ""k"" ""d"" ""f"" and all of that. Other than that it was clear.",no,no,"Nope, thanks!"
w3bffc4b,no,no,no,no
w2b3eeca,no,no,no,none
w91148e4,No they were good,nope it was fun,no,fun survey!
w98011c8,a bit at first but the practice helped,no,no,no
w04e799d,No,No,No,This was fun!
w9238ce9,"For the last section, I got confused between what j/k and d/f do. Make key available for reminder.",No,No,
w6360ebe,"Some of the instructions were a bit confusing. It also kept saying I would have a practice round, and it was a bit confusing when the practice round meant only one picture as practice and then it went straight into an actual round.",A little. I just felt like it wasn't testing my memory at some parts where I made a typo or clicked the wrong key on the keyboard to select which image I wanted to answer for.,No,
wd5ac507,,I think you should add one more practice round for the two pictures at a time section.,,
wea71488,"A little too long, and the D/F versus J/K was a little hard to wrap my hard around","Yes, the D/F and J/K took a little getting used to",No,This was fun! Also I wanted more immediate feedback on whether I had gotten it right or wrong in the first round
w4968ab9,I thought the instructions were very clear and very concise. ,"I accidentally pushed the wrong button on one of the 2 image tests so I didn't get to see either of the images. Having an option to ""unpick"" the image would have been useful. ",No difficulties. ,
w1d8dddc,the instructions were not so hard,no,no,
w27fa028,not at all,nope,nope,"Actually, it was fun, I enjoyed the experiment!"
wd2f296d,not at all!,pretty easy,not any,this was fun!!!
w2e97037,the last part was supper confusing,yes,no,
w406ed90,I would have liked to know before starting to view the images that I would be quizzed on the word- not the image. I did not try to memorize the word because i thought I would be quizzed on the image when given the word. ,No. ,No. ,No. 
wc337dde,No,No,No,
w06f812d,No. They were clear and understandable.,,,This was fun!
w6959bf9,Nope!,Very simple!,No technical problems (I think I made 1 typo),
w560c8e6,The instructions were clear,No,No,
w407d612,No!,Not at all,No.,I had fun with this. I really enjoyed this 
w6b70daf,No,No,No,I enjoyed this! Thank you! 
w2c871e9,"Nope, they were good for me",No,No,
w73cdce8,"No, and it was easier once you started doing the activities.",No,No,
w529b6d3,No,No,No,No
wc781e10,,,,
w2728105,I thought the instructions were clear and easy to understand,no,no,
w6271bc0,the last one was confusing,no,yes,no
w6aefc53,"In the last segment, I kept forgetting that D and F were used to choose which image you remember, and I would just start typing, accidentally choosing the wrong side.","Referring to the previous question, I think it would be easier to have testers click the image they know and type it out. Overall, the interface was easier to use.",None.,
w4e114e5,"No, the practice rounds also really helped.",No.,No.,No.
w40f1532,no,no,no,
w82acbb3,,,,
wa1288ef,The instructions were very clear.,No,No,It was a fun and interactive study.
w1bcca09,no,no,"yes, made a mistake pressing on 'D' to view the images for awhile",i enjoyed the study
w0c08ac9,The last section of testing(choosing between pictures)had confusing controls.,Just that last section,"Uh. Perhaps. I don't know if it was the experiment itself or what, but I was told incorrect for every image that I did on the last part when I know they were right",I feel like a joke was played on me for the last bit of the test....
w33ec88f,the second set were hard to understand,no, no,
wce066bd,No,No,No,
wa2a6e27,No,Nope,Nope,
w7282a51,no,no,no,"that was alot to remember
"
wd6a6352,No. ,Not at all. ,No ,That was really fun! 
w91cd01c,No,No,No,No
w842b207,the instructions for the last part were a little confusing,no,no,no
wb22beed,,,,
w3482b02,In the last section it wasn't clear about the images,no,,
w74c776a,,,,
w4ebe181,no the instructions were not confusing.,no the interface was not difficult to use,no I didn't have any technical problems.,I enjoyed taking this survey thank you from choosing me for this survey.
w180ef10,"No, the instructions were pretty clear and easy","No, the interface was suprisingly easy and nice to use",No,
w74f0bcf,no,no,no,
w29b5aad,No it made a lot of sence,A couple times my computer timed out and slowed down my responce time but overall it worked pretty good,just as described above,Really interesting study!
w310e029,,,,
we79c461,Instructions for the last round should have shown up at the top of the screen because it was too much to remember without a reminder,no,None of the images displayed for the last round,
w9f209cb,Some were hard to understand and confusing,Nope,No,
w0c1d695,yes,,no,
wd7db8a2,They were fine,The final portion was slightly difficult with the D/F J/K - i felt like I kept losing my spot and having to click enter/space,,
w69de684,No,No,No,
w380f59d,,,,
wcca1b00,No,the last experiment was more challenging due to multiple steps,no,fun!
wf30e236,no,no,no,no
we51c408,nope,the last one took a little bit but its not too bad,nope,n/a
w3ca9843,The instructions for the final round (third round) were confusing,No,No,Nope
w2803adc,The last section it was saying incorrect for all of my answers. I didn’t understand why.,Not until the last part where it showed incorrect during the double images,All images displayed correctly,
wbc75c15,,,,
w7a39ecd,,,,
w6fd5cf1,,,,
wf518ab5,"They were a bit confusing, but the practice round really helped for the last activity.",No,No,
w6dbda0f,no,no,no,no
w9974ee9,no,no,no,
wed8b0b9,The instructions were clear,not at all difficult ,no problems,
wc6341dc,,,,
wfcb8a8e,I appreciated the practice rounds at the beginnings of the rounds. I didn't really understand the instructions until I was able to put them into practice.,The J vs K and D vs F for the last task was really annoying.,No,I am upset that I got some wrong because I forgot how to spell them or mistyped
w3b6f0a2,"no, they were perfect",no,no,no
wfde8a28,Clear,No,No,None
wfb64bf0,"Not confusing at all, easy to understand.","The interface was easy to use. Maybe for the third part include what the J, K, D and F keys mean in the corner for a user that did not read instructions clearly though.",No technical problems.,Nope
w089929e,no,no,no,no
w59e1ec5,,,,no
w2aaf7cf,Easy to understand,hard to remember,no,
w9480f9b,,,,
wd50381f,,,,
wf670ee2,,No,No,no
w8b3b63c,no,no,no,no
w1fc22d1,it was hard to remember what buttons to press for the last section,no,no,no
w55da576,the instructions for the last exercise were a little too long and kind of confusing. i had to read them a couple of times to make sure i got it right,no,no,no
wa18181d,the instructions on the last one were a bit confusing. Maybe if we could just use j or k and then just start typing for that image instead of also using d and f it would be less confusing.,no,no,"nope, but it was fun!"
w9a197fd,NO,NO,NO,NONE
w07a39b3,"No--I would recommend for the last part, however, to keep the instructions on the screen for each round of pictures",No,No,
wf43957b,No,No,No,
w14ec814,Nope,Nope,Nope,Nope
wae4aca4,not really,no,nope,nope
w3f1f7d0,"Not confusing at all, easy to follow",I think the last part where you used the letter on the right to change the pictures and then the letters on the left to choose was more difficult because we are used to going from left to right. DF should be to see the pictures and JK should be to pick. ,No. ,No. 
wf516481,why on the last section was it always the left image ,,,
we44e333,,,,
wcaa002d,no,no,no,"Thank you for giving me the survey. I am very pleased to work with you.
"
wf60f9d4,no easy ,no ,no,nice survey
w43dba06,No,No,No,
wd412037,No,No,No,
w76bcee5,a little confusing,the last round was a little difficult,no,
w9d575f1,not really,no,no,
wbd6f11f,No,No,No,
w33a978f,a bit confusing,"not after I got used to it....often you are timing my finger usage, not my knowledge or recognition",no,"as I said, you are often measuring my finger or typing speed and not my recognition"
wbc1b9ee,The instructions were easy to understand.,Easy to use,no,This was fun!
w81c1622,No,No,No,This was challenging!
wca6027d,"They were confusing at first, I thought i was pairing words to other words, not to the actual image. ",no,no,this was fun!
w6c2d73c,No,No,No,N/A
w3158d16,not at all,no,no,
wfbfbffe,No,It was intuitive I found personally,No,
w1750f6a,the keys for the last section was what threw me off the most,no,no,It was fun
w1fb5e50,Nope! I understood them clearly.,Nope!,I did not!,This was a really great survey! I enjoyed it.
w7adb3ca,,,,
w35fbd64,no,no,no,no
w247ed92,Not to me,The last bit was a little difficult to get into the flow of it,No problems,
w5c79179,No,No,No,No
wccbb51d,no,no,no,that was fun
w810ed23,the instructions were easy to imderstand,The interface was easy to use,no,I have no memory at all
w8ce2ffd,,,,
w063bf6d,I found them very easy to follow.,"Nope, very easy to use.",N/A,
w8168f1c,Instructions were clear,No,No,
wd8de271,no,no,no,none
w7f13922,easy to understand,only part was remembering which letter to press meant what. messed up a couple times,worked great,thanks!
w69d9706,no,not really,no,non
wbf8b5fe,,,,
wd40580b,no,no,no,
wfc55fb6,No not really,No,I felt maybe it was slightly laggy,
wca92412,The instructions were easy to understand.,No not at all.,None.,
w939b970,No.,No.,"At one point I could not type, but it fixed itself.",
w5a63b48,too long,no,no,no
w1bd9147,,,,
w4d82b60,No,No,No,
wa3723a2,"It was somewhat difficult initially, but once doing the task it got easier. There were a lot more words and images to remember that I originally thought there would be ",No,No,No
w043f9af,no,no,no,fun!
w02805b1,no,no,no,"Thank you for giving me the survey. I am very pleased to work with you.
"
w355c8fe,no,no,no,It went smooth
w0154799,to long,no,no,
we03da76,The last task was confusing.,No,No,
wa7de251,"Easy to understand, I appreciated the practice round for the last round!",No,No,
w01bb8aa,The instructions were not confusing.,The interface was not difficult to use.,No technical problems.,
w1069314,"It seemed long because I was trying to remember all the images and words at the same time, however it's understandable.",No.,No.,N/A
w810e1d1,Yes,No,No,
w7b3cd08,no,no,no,no
wef7fea1,no,no,no,
w7ed2655,The last one was a bit confusing,no,no,no
w0607403,no,no,no,
wdb642a6,No,No,No,
we9754cb,"The instructions were easy to understand, and not too long. ",The interface was not difficult at all to use.,,
w2e5b4ca,"For the last test, I had difficulty with remembering what key coincided with which command, which messed with my reaction time",No,No,
w7abfa3e,,,,
w288c7f7,They were not confusing or hard to understand ,No it was not,none at all,
wf5c0893,no,no,none,none
w6747ad6,the third round was a bit confusing with bringing up the boxes at the same time,,,
w7ba4b80,,,,
w8c55fa2,,,,
w4a10bf6,,,,
