wid,skip_rate,keep
w1ce3aa3,0.08108108108108109,TRUE
w1d2b4e3,0.8918918918918919,TRUE
w1e35ad7,0.8648648648648649,TRUE
w1eed4cb,0,TRUE
w1efc184,0.21621621621621623,TRUE
w1f4c963,1,FALSE
w202f6c3,0.8648648648648649,TRUE
w203fe73,0.02702702702702703,TRUE
w212f723,0.972972972972973,FALSE
w21c3531,0.972972972972973,FALSE
w21c8fc0,0.9459459459459459,FALSE
w225e6d1,0.7837837837837838,TRUE
w236731d,0,TRUE
w236f570,1,FALSE
w24d0aa4,0.7567567567567568,TRUE
w24d8a37,0.5945945945945946,TRUE
w25238fb,0.35135135135135137,TRUE
w25bf3d6,0.6486486486486487,TRUE
w25ce221,0.7297297297297297,TRUE
w25e4418,0.5405405405405406,TRUE
w263ce20,0.40540540540540543,TRUE
w26616c2,0.8378378378378378,TRUE
w2701f7f,0.24324324324324326,TRUE
w2711f0c,1,FALSE
w2783dcb,0.7567567567567568,TRUE
w27d1f78,0.5945945945945946,TRUE
w2808c40,1,FALSE
w287499b,0.5405405405405406,TRUE
w288be68,0.9459459459459459,FALSE
w29193a6,0.972972972972973,FALSE
w29988c3,0.8378378378378378,TRUE
w2af193b,0.4594594594594595,TRUE
w2b2845e,0.5945945945945946,TRUE
w2b5a0b8,0.3783783783783784,TRUE
w2c7cb01,0.3783783783783784,TRUE
w2ca546a,0.6216216216216216,TRUE
w2cb8ee4,0.7027027027027027,TRUE
w2cbb682,0.3783783783783784,TRUE
w2d05535,0.3783783783783784,TRUE
w2df9812,0.4594594594594595,TRUE
w2e2c948,0.2972972972972973,TRUE
w2eb0473,0.35135135135135137,TRUE
w2eeca51,0.7027027027027027,TRUE
w2f07db2,0.08108108108108109,TRUE
w2f38e76,0.40540540540540543,TRUE
w2fab81a,0.5945945945945946,TRUE
w2fbc304,0.8378378378378378,TRUE
w2fd2046,0,TRUE
w2ff1ab6,0.4594594594594595,TRUE
w301504c,0.972972972972973,FALSE
w30bee4a,0.8378378378378378,TRUE
w30e2481,0.5675675675675675,TRUE
w313be28,0.8108108108108109,TRUE
w3184bb9,1,FALSE
w3203f43,0.3783783783783784,TRUE
w3238754,0.4864864864864865,TRUE
w32404c9,1,FALSE
w329ad42,1,FALSE
w329e700,0.40540540540540543,TRUE
w32b751b,0.8918918918918919,TRUE
w3327b4f,0.2972972972972973,TRUE
w334379a,1,FALSE
w3392c8f,0.8108108108108109,TRUE
w33e8900,0.21621621621621623,TRUE
w343694b,0.8378378378378378,TRUE
w34451eb,0.6486486486486487,TRUE
w3449f83,0.6216216216216216,TRUE
w34dfc1b,0.2972972972972973,TRUE
w34febff,0.5945945945945946,TRUE
w35e25b3,0.40540540540540543,TRUE
w3633ccb,0.5135135135135135,TRUE
w36756f7,0.7297297297297297,TRUE
w36ada23,0.7297297297297297,TRUE
w3735747,0.6216216216216216,TRUE
w385f25e,0.43243243243243246,TRUE
w3966fcb,0.8378378378378378,TRUE
w39d119f,0.7567567567567568,TRUE
w39f3355,0.5405405405405406,TRUE
w3a55674,0.5675675675675675,TRUE
w3a656c1,0,TRUE
w3b7e8e6,0.8108108108108109,TRUE
w3c60c8f,0,TRUE
w3cd0c22,0.8918918918918919,TRUE
w3cdcdd9,0.5675675675675675,TRUE
w3d04b17,0.5675675675675675,TRUE
w3e42178,0.8648648648648649,TRUE
w3ec84bc,0.16216216216216217,TRUE
w3f3bba6,0.35135135135135137,TRUE
w3f6aaa9,0.08108108108108109,TRUE
w4020088,0.32432432432432434,TRUE
w40405fb,0.8108108108108109,TRUE
w407f73c,0.5945945945945946,TRUE
w4167216,0.7027027027027027,TRUE
w4224e41,0.6486486486486487,TRUE
w426e789,0,TRUE
w42a139b,0.5675675675675675,TRUE
w42b9a4b,0.5675675675675675,TRUE
w42c0151,0.9459459459459459,FALSE
w440ed2a,0.4594594594594595,TRUE
w4519d90,0.4594594594594595,TRUE
w452e4cb,0.7837837837837838,TRUE
w45429ee,0.5945945945945946,TRUE
w4559cee,0.1891891891891892,TRUE
w4643d83,1,FALSE
w464b4d9,0.32432432432432434,TRUE
w46f51fc,0.918918918918919,FALSE
w4776ed2,0.21621621621621623,TRUE
w477e2d9,0.40540540540540543,TRUE
w4786520,0.5405405405405406,TRUE
w47eb245,0.32432432432432434,TRUE
w4855f5a,0.6486486486486487,TRUE
w4857550,0.8918918918918919,TRUE
w4961bfd,1,FALSE
w4ab1cb2,0.4864864864864865,TRUE
w4abf8bd,0.24324324324324326,TRUE
w4af7788,0.918918918918919,FALSE
w4b902aa,0.7027027027027027,TRUE
w4be4be0,0.7297297297297297,TRUE
w4e41de6,0.918918918918919,FALSE
w4e9cdda,0.2972972972972973,TRUE
w4f7ec17,0.6756756756756757,TRUE
w4f81b9d,0.6756756756756757,TRUE
w50028ee,0.2702702702702703,TRUE
w5076f4f,0.972972972972973,FALSE
w50817af,0.5135135135135135,TRUE
w5087032,0.8918918918918919,TRUE
w50c606d,0.7837837837837838,TRUE
w5143c2d,0.5675675675675675,TRUE
w5158b6a,0.43243243243243246,TRUE
w521d819,0.8918918918918919,TRUE
w5382e8c,0,TRUE
w53c7ff0,0.7567567567567568,TRUE
w5410b1b,0.9459459459459459,FALSE
w5542090,0.32432432432432434,TRUE
w55ecefe,0.8378378378378378,TRUE
w56270fa,0.8378378378378378,TRUE
w563de61,0.02702702702702703,TRUE
w5647317,0.21621621621621623,TRUE
w564ff2d,0.8648648648648649,TRUE
w5748904,0.8108108108108109,TRUE
w57abde4,0.7567567567567568,TRUE
w57bed1f,0.6216216216216216,TRUE
w57d8749,0.8378378378378378,TRUE
w583e639,0.6923076923076923,TRUE
w597c1b5,0.8648648648648649,TRUE
w59eafd8,0.7297297297297297,TRUE
w59fb8b0,0.7297297297297297,TRUE
w5a16512,0.4864864864864865,TRUE
w5af2ea3,0.918918918918919,FALSE
w5b1df5d,0.918918918918919,FALSE
w5b5db7d,0.2702702702702703,TRUE
w5b92bfe,1,FALSE
w5ba535f,1,FALSE
w5c983f2,0.35135135135135137,TRUE
w5ca3d29,0.6216216216216216,TRUE
w5cddd29,0.6756756756756757,TRUE
w5d16b02,0.43243243243243246,TRUE
w5d2c7ee,0.8378378378378378,TRUE
w5dcb68e,0.972972972972973,FALSE
w5ed1c67,0.40540540540540543,TRUE
w5fdf21e,0.8648648648648649,TRUE
w603088b,0.6486486486486487,TRUE
w607df01,0.8108108108108109,TRUE
w607edab,0.7567567567567568,TRUE
w608ffb7,0.8378378378378378,TRUE
w60e7c15,0.8108108108108109,TRUE
w611690e,1,FALSE
w6149082,0.7837837837837838,TRUE
w61f8210,1,FALSE
w625937a,0.4594594594594595,TRUE
w62765f6,0.35135135135135137,TRUE
w635f5dd,0.40540540540540543,TRUE
w63ab502,0.2702702702702703,TRUE
w63b09df,0.972972972972973,FALSE
w63ea901,0.4594594594594595,TRUE
w643baa4,0.6756756756756757,TRUE
w64d3bb7,0.8918918918918919,TRUE
w64fdc90,0.21621621621621623,TRUE
w65718a6,0.5135135135135135,TRUE
w65cc0d3,0.972972972972973,FALSE
w6625eae,0.972972972972973,FALSE
w6673381,0.4864864864864865,TRUE
w66d649f,0.5405405405405406,TRUE
w675bfd2,0.2972972972972973,TRUE
w676e8fc,0.6756756756756757,TRUE
w67aa065,0.8378378378378378,TRUE
w67ef00e,0.5405405405405406,TRUE
w68415b2,0.21621621621621623,TRUE
w68b51a9,0,TRUE
w69d0245,0.8648648648648649,TRUE
w6a52b77,1,FALSE
w6ac65c4,0.2702702702702703,TRUE
w6ae70d8,1,FALSE
w6b6a8e8,0.6216216216216216,TRUE
w6bbb7f5,0.6756756756756757,TRUE
w6c2609e,0.35135135135135137,TRUE
w6c68913,0.4864864864864865,TRUE
w6caf855,0.40540540540540543,TRUE
w6d83164,0.2702702702702703,TRUE
w6de5e63,0.35135135135135137,TRUE
w6e0c43d,0.32432432432432434,TRUE
w6e4477e,0.8108108108108109,TRUE
w6f7bca7,1,FALSE
w6f92bba,0.6486486486486487,TRUE
w6f9c845,0.7837837837837838,TRUE
w701d0c3,0.7837837837837838,TRUE
w70f7a98,0.8378378378378378,TRUE
w71f1638,0.3783783783783784,TRUE
w72531f7,0.6216216216216216,TRUE
w7359c24,0.7027027027027027,TRUE
w74273df,0.02702702702702703,TRUE
w746f912,0.32432432432432434,TRUE
w7491c37,0.6756756756756757,TRUE
w74b2dfc,0.43243243243243246,TRUE
w757efc4,0.2702702702702703,TRUE
w7586c5b,0.43243243243243246,TRUE
w75a3c26,0,TRUE
w75d320d,0.7837837837837838,TRUE
w75da896,1,FALSE
w7686897,0.32432432432432434,TRUE
w76fd1c2,1,FALSE
w774874e,0.2702702702702703,TRUE
w77a3bd8,0.7837837837837838,TRUE
w783092a,0.972972972972973,FALSE
w784aeb8,1,FALSE
w785949b,0.5945945945945946,TRUE
w78b259e,0,TRUE
w78c257e,0.6216216216216216,TRUE
w78d938a,1,FALSE
w7957307,0.16216216216216217,TRUE
w79deb31,0.3783783783783784,TRUE
w7aafd68,0.9459459459459459,FALSE
w7aeb23c,0.8108108108108109,TRUE
w7bca5f2,0.9459459459459459,FALSE
w7d0818d,0.7297297297297297,TRUE
w7d122c7,0.918918918918919,FALSE
w7df6214,0.43243243243243246,TRUE
w7e158ee,0.8648648648648649,TRUE
w7f37c50,0.8648648648648649,TRUE
w815d464,1,FALSE
w817aa2f,1,FALSE
w8245371,0.8108108108108109,TRUE
w82e4efd,0,TRUE
w83a89a0,0.8378378378378378,TRUE
w83f949f,0,TRUE
w843df9a,0.5945945945945946,TRUE
w847a72a,0.5945945945945946,TRUE
w8496776,0.918918918918919,FALSE
w853ca80,0.40540540540540543,TRUE
w85aaadf,1,FALSE
w86dc58a,0,TRUE
w88818aa,0.8918918918918919,TRUE
w89083c2,0.6216216216216216,TRUE
w891b1dc,0.5945945945945946,TRUE
w892dcf3,0.8918918918918919,TRUE
w894c439,0.40540540540540543,TRUE
w8ab907b,0.6216216216216216,TRUE
w8b0305b,0.2972972972972973,TRUE
w8bb6639,0.7297297297297297,TRUE
w8bbe237,0.918918918918919,FALSE
w8bf80ba,0.6756756756756757,TRUE
w8c03f69,0.4594594594594595,TRUE
w8c9c267,0,TRUE
w8d38565,0.43243243243243246,TRUE
w8d6d648,0.5405405405405406,TRUE
w8e7c337,0.5135135135135135,TRUE
w8ef2e4e,0.972972972972973,FALSE
w8f13728,0.1891891891891892,TRUE
w8fe0d99,0.6216216216216216,TRUE
w8fea0d0,1,FALSE
w9037e4e,1,FALSE
w909ffa9,0.6486486486486487,TRUE
w90a5b41,0.4594594594594595,TRUE
w910bab1,0,TRUE
w91112d4,0.2972972972972973,TRUE
w916c712,0.21621621621621623,TRUE
w91caa52,0.16216216216216217,TRUE
w92000a3,0.972972972972973,FALSE
w92971f3,0.16216216216216217,TRUE
w92c2cc9,0.6486486486486487,TRUE
w94f4092,0.16216216216216217,TRUE
w954fcd8,0.24324324324324326,TRUE
w958729e,0.2972972972972973,TRUE
w9591dd5,0.5405405405405406,TRUE
w95a9cba,0.8648648648648649,TRUE
w95c31d3,0.4864864864864865,TRUE
w95f9208,0.8648648648648649,TRUE
w96948a2,0.43243243243243246,TRUE
w96b09fe,0.43243243243243246,TRUE
w9702d86,0.8648648648648649,TRUE
w970fd14,0.5405405405405406,TRUE
w9728f1f,0.2702702702702703,TRUE
w975e399,0.6216216216216216,TRUE
w97cb2d6,0.4594594594594595,TRUE
w983f085,0.6756756756756757,TRUE
w993e5e3,0.7837837837837838,TRUE
w99e90ad,0.2972972972972973,TRUE
w9a5f0fe,0.7567567567567568,TRUE
w9a86544,0,TRUE
w9ab7e8b,1,FALSE
w9b4a4d3,0.40540540540540543,TRUE
w9b9584f,0.7297297297297297,TRUE
w9c2897a,0.5135135135135135,TRUE
w9c366a3,0.8378378378378378,TRUE
w9c61770,0.40540540540540543,TRUE
w9d5f1c6,1,FALSE
w9d781c4,0.7837837837837838,TRUE
w9defaa6,0.24324324324324326,TRUE
w9e7a639,0.6756756756756757,TRUE
w9e8833a,0.8108108108108109,TRUE
wa0150b2,0.43243243243243246,TRUE
wa03ca57,0.7027027027027027,TRUE
wa094301,0.7567567567567568,TRUE
wa170917,0,TRUE
wa1db05c,0.7567567567567568,TRUE
wa27a7f1,1,FALSE
wa30ed07,0,TRUE
wa3da867,1,FALSE
wa50b2f1,0.05405405405405406,TRUE
wa571b2f,1,FALSE
wa57a8ac,0.4864864864864865,TRUE
wa72fd20,0.7297297297297297,TRUE
wa751959,0.5675675675675675,TRUE
wa78fb46,0.6216216216216216,TRUE
wa803a43,0.7567567567567568,TRUE
wa869366,0.08108108108108109,TRUE
wa8f1763,0.6756756756756757,TRUE
wa8ff636,0.7837837837837838,TRUE
wa90a171,0.5945945945945946,TRUE
wa995860,0.2972972972972973,TRUE
wa9b8628,0.6216216216216216,TRUE
wa9d7c0d,0.43243243243243246,TRUE
wab06a32,0.5405405405405406,TRUE
wac50a3b,0.35135135135135137,TRUE
wac66e7e,0.5135135135135135,TRUE
wac6b1d6,0.5675675675675675,TRUE
wac71f87,0.7837837837837838,TRUE
wace60ef,0.7297297297297297,TRUE
wad48c82,0.2972972972972973,TRUE
wae612f6,0.6216216216216216,TRUE
waeb42e3,0.6756756756756757,TRUE
waef429c,0.1891891891891892,TRUE
wb05f474,0,TRUE
wb091ff6,0.6756756756756757,TRUE
wb10e20e,0.13513513513513514,TRUE
wb1ae13f,0.5675675675675675,TRUE
wb1ef9cf,0.6216216216216216,TRUE
wb1fa6d6,0.918918918918919,FALSE
wb2e33dd,1,FALSE
wb3a6918,0.7837837837837838,TRUE
wb3c748a,0.7027027027027027,TRUE
wb3e28b3,0.43243243243243246,TRUE
wb3e5249,0.7837837837837838,TRUE
wb4ee3ff,0,TRUE
wb56f1b5,0.4864864864864865,TRUE
wb577e83,0.02702702702702703,TRUE
wb5c2ed2,0.7567567567567568,TRUE
wb630500,0.5675675675675675,TRUE
wb75f5bf,0.35135135135135137,TRUE
wb85b372,0.5405405405405406,TRUE
wb8d6cea,0.5135135135135135,TRUE
wb9c7d4b,0.8108108108108109,TRUE
wb9fb9c6,0.7297297297297297,TRUE
wba0287c,0.40540540540540543,TRUE
wba81179,0.8648648648648649,TRUE
wbac8641,1,FALSE
wbb57e57,0.7567567567567568,TRUE
wbb61d38,0.24324324324324326,TRUE
wbc6d47b,1,FALSE
wbc78295,0.6216216216216216,TRUE
wbcfcaf0,0.8918918918918919,TRUE
wbdc7410,0.32432432432432434,TRUE
wbdf9bfd,0.2972972972972973,TRUE
wbe8e005,0.10810810810810811,TRUE
wbf34f53,0.40540540540540543,TRUE
wbf4cfdf,0.2702702702702703,TRUE
wbf5e9fc,0.5675675675675675,TRUE
wc0659c7,0.10810810810810811,TRUE
wc07ea66,0.43243243243243246,TRUE
wc082675,0.6216216216216216,TRUE
wc0c3f44,0.8378378378378378,TRUE
wc0e4021,0.7837837837837838,TRUE
wc0ee379,0.918918918918919,FALSE
wc166071,0.7567567567567568,TRUE
wc1c313d,0.5945945945945946,TRUE
wc21ed67,0,TRUE
wc247740,0.918918918918919,FALSE
wc2df447,0.918918918918919,FALSE
wc32ec2b,0.8378378378378378,TRUE
wc375481,0.32432432432432434,TRUE
wc3e724c,0.08108108108108109,TRUE
wc41fd0a,0.972972972972973,FALSE
wc42426c,0.32432432432432434,TRUE
wc428d38,0.7297297297297297,TRUE
wc436227,0.9459459459459459,FALSE
wc4b4858,0.5945945945945946,TRUE
wc4e457f,1,FALSE
wc530642,0,TRUE
wc59358c,0.7567567567567568,TRUE
wc5b6353,0.02702702702702703,TRUE
wc684add,0.6486486486486487,TRUE
wc6ea3c3,1,FALSE
wc7f81fb,0.7027027027027027,TRUE
wc8271d0,0.972972972972973,FALSE
wca34c4d,1,FALSE
wca3d944,0.7297297297297297,TRUE
wca6be25,0.4864864864864865,TRUE
wca74bb8,1,FALSE
wca7e51a,0.8378378378378378,TRUE
wcaae241,0.5945945945945946,TRUE
wcb06a9e,0.21621621621621623,TRUE
wcbc60f9,0.5675675675675675,TRUE
wcc2fc29,0,TRUE
wcc42509,0.7027027027027027,TRUE
wcc667e3,0.7837837837837838,TRUE
wcca8e82,0.2972972972972973,TRUE
wccb9876,0.3783783783783784,TRUE
wcd66c47,0.6216216216216216,TRUE
wcd75fcc,0.8108108108108109,TRUE
wcdb3dd3,0.43243243243243246,TRUE
wce60532,0.2972972972972973,TRUE
wcee76b9,0.5405405405405406,TRUE
wcef7933,0.6756756756756757,TRUE
wd068188,0.972972972972973,FALSE
wd138964,0.5135135135135135,TRUE
wd1f9fe7,0.5675675675675675,TRUE
wd22582e,0.6756756756756757,TRUE
wd31aa0a,0.2972972972972973,TRUE
wd33106f,0.5945945945945946,TRUE
wd3872ae,0,TRUE
wd39adf0,0.7567567567567568,TRUE
wd3de68c,0.7297297297297297,TRUE
wd48b361,0.21621621621621623,TRUE
wd593f2b,0.7027027027027027,TRUE
wd5ab59d,0.8108108108108109,TRUE
wd6b5bd5,0,TRUE
wd707f43,0.6756756756756757,TRUE
wd7386c0,0.13513513513513514,TRUE
wd7ee3de,0.24324324324324326,TRUE
wd8967d6,0.6216216216216216,TRUE
wd9224fd,0.7837837837837838,TRUE
wd987062,0.16216216216216217,TRUE
wd9e56b5,0.5675675675675675,TRUE
wd9ecbfb,0.8648648648648649,TRUE
wd9f6716,0.10810810810810811,TRUE
wda11439,0.8918918918918919,TRUE
wda202d0,0.9459459459459459,FALSE
wda236b4,0.21621621621621623,TRUE
wdb6738d,0.5135135135135135,TRUE
wdb758d3,0.3783783783783784,TRUE
wdc9062e,0.8108108108108109,TRUE
wdd288a5,0.7297297297297297,TRUE
wde786fa,0.8108108108108109,TRUE
wdf7a03b,0.02702702702702703,TRUE
wdf8640a,0.10810810810810811,TRUE
we022511,1,FALSE
we027160,0.40540540540540543,TRUE
we038022,0.918918918918919,FALSE
we15b01d,0.8378378378378378,TRUE
we18ffd2,0.5405405405405406,TRUE
we26e046,0.972972972972973,FALSE
we2850e4,0.7567567567567568,TRUE
we332d1a,0.8648648648648649,TRUE
we372389,0.6216216216216216,TRUE
we3d7909,0.918918918918919,FALSE
we42c748,0.9459459459459459,FALSE
we4891b5,0.7297297297297297,TRUE
we50d44b,0.8648648648648649,TRUE
we52649d,0.10810810810810811,TRUE
we5376dc,0.8378378378378378,TRUE
we55daff,0.8648648648648649,TRUE
we5da3bb,0.7567567567567568,TRUE
we5efbac,0,TRUE
we5f22f6,0,TRUE
we6706e4,0.7027027027027027,TRUE
we6bd38d,0.8918918918918919,TRUE
we6c1a6c,0.35135135135135137,TRUE
we708acb,0.32432432432432434,TRUE
we7177e9,0.4864864864864865,TRUE
we74a483,1,FALSE
we753ae4,0.21621621621621623,TRUE
we790ed8,0.8648648648648649,TRUE
we7f1178,0.4594594594594595,TRUE
we8b2435,0.7297297297297297,TRUE
we93dfe3,0.8648648648648649,TRUE
we992837,0.7567567567567568,TRUE
we9b9e10,0.35135135135135137,TRUE
we9ca70b,0.8108108108108109,TRUE
wea51b01,0.08108108108108109,TRUE
wea5275a,0.8378378378378378,TRUE
wea85510,1,FALSE
weae0c66,0.7027027027027027,TRUE
web399b9,0.24324324324324326,TRUE
web845bc,0.02702702702702703,TRUE
wed06516,0.24324324324324326,TRUE
wed20c5f,0.5945945945945946,TRUE
wed2a724,0.6216216216216216,TRUE
wed8c535,0.7567567567567568,TRUE
wed8ed7f,0,TRUE
wee6660f,0.8918918918918919,TRUE
wef0d16e,0,TRUE
wef44c0d,0.32432432432432434,TRUE
wefb9d2e,0.8378378378378378,TRUE
wf015e1e,0.32432432432432434,TRUE
wf07cb3a,0.918918918918919,FALSE
wf095d81,0.8378378378378378,TRUE
wf1e9196,1,FALSE
wf273e8c,0.5405405405405406,TRUE
wf284e3d,0.4594594594594595,TRUE
wf2b1680,0.3783783783783784,TRUE
wf2e263d,0,TRUE
wf2f8405,1,FALSE
wf3610cc,0.08108108108108109,TRUE
wf429bf6,0.5945945945945946,TRUE
wf49c3cb,0.972972972972973,FALSE
wf4bbebc,0.40540540540540543,TRUE
wf4be769,0.972972972972973,FALSE
wf4eb65e,1,FALSE
wf4f61d2,0.7567567567567568,TRUE
wf505bbe,0.7297297297297297,TRUE
wf5639d7,0.6216216216216216,TRUE
wf619a00,0.8378378378378378,TRUE
wf62938c,0.972972972972973,FALSE
wf79eefc,0.9459459459459459,FALSE
wf7e49ca,0.21621621621621623,TRUE
wf7f864c,0.4864864864864865,TRUE
wf80ef1d,0.8378378378378378,TRUE
wf81a268,0.9459459459459459,FALSE
wf8574cc,0.5135135135135135,TRUE
wf859168,0.4594594594594595,TRUE
wf95631b,0.7567567567567568,TRUE
wf9bbb88,1,FALSE
wfa2f7e8,0.6216216216216216,TRUE
wfb00606,0.8378378378378378,TRUE
wfb55fc4,0.8108108108108109,TRUE
wfbac725,0.6216216216216216,TRUE
wfc5c88d,0.7567567567567568,TRUE
wfc69bb4,0.7837837837837838,TRUE
wfd18845,0.8648648648648649,TRUE
wfeaaf8f,0.918918918918919,FALSE
wfefc65d,0.8108108108108109,TRUE
wff9ac29,0.8108108108108109,TRUE
wffe0aa5,0.32432432432432434,TRUE
